frame,master,center_lon,center_lat
120A_08993_090910,20201128, -77.5748889, 0.0692222
120A_09002_080809,20201104, -77.5581667, -0.0141667
120A_09163_131313,20191128, -77.2262778, -1.6276111
120A_10362_131313,20200731, -74.5341667, -13.6002778
120A_11498_000010,20200719, -70.5220000, -24.9548333
120A_11695_001013,20200613, -70.5881667, -26.8121111
120A_11887_131313,20200613, -70.3845000, -28.8582778
120A_12080_121313,20200613, -69.7967778, -30.8307778
120D_03364_131313,20170301, 118.3825000, 56.3362778
120D_09443_131313,20170307, 104.7220000, -4.4445000
121A_06761_101111,20200806, -82.1325556, 22.3574444
121A_08741_060711,20200812, -78.1461111, 2.7573333
121A_08908_131313,20210115, -77.7557778, 0.9273889
121A_90526_090807,20210115, -77.6686667, 0.5107222
121D_04874_131313,20160921, 89.5864441, 41.2398900
121D_05072_131313,20190620, 89.0597222, 39.2610555
121D_05271_131313,20160921, 88.6288349, 37.2692801
121D_05470_131313,20160921, 88.1732737, 35.2821681
121D_05668_131313,20160921, 87.7384428, 33.2889449
121D_05867_131313,20160921, 87.3121666, 31.2961116
121D_06067_131313,20160921, 86.8963868, 29.3044448
121D_06267_131313,20160921, 86.5065567, 27.3026684
121D_06468_131313,20160921, 86.2147191, 25.7192226
122A_04687_131313,20190515,-111.2916667, 43.1269444
122A_04886_131313,20191229,-110.8191667, 41.1398889
122A_05483_131313,20190515,-109.4713333, 35.1706667
122A_06886_000416,20190509,-106.1336667, 20.9709444
122D_04974_131313,20160909, 64.6790545, 40.2316688
122D_05173_131313,20160909, 64.2198863, 38.2433911
122D_05372_131313,20160909, 63.7713890, 36.2566134
122D_05571_131313,20160909, 63.3169989, 34.2655003
122D_05771_131313,20160909, 62.8837767, 32.2715555
122D_05971_131313,20160909, 62.4726651, 30.2786122
122D_06170_131313,20160909, 62.0558324, 28.2858339
122D_06369_131313,20160909, 61.6428314, 26.3237786
122D_06480_030202,20160909, 61.4236088, 25.3268339
123D_04534_131313,20160909, 41.0477199, 44.6405551
123D_04674_090603,20160909, 40.6121087, 42.9833327
123D_04925_130707,20160909, 40.1746640, 41.0525015
123D_05095_141313,20160909, 39.6829978, 39.0383325
123D_05293_121313,20160909, 39.2520005, 37.0440027
123D_05489_131313,20160909, 38.8185549, 35.0817215
123D_05689_131313,20160909, 38.3841114, 33.0910552
124A_02951_051312,20200813,-165.9304583, 60.7098333
124A_03521_060410,20191030,-163.8538889, 54.9046111
124A_06996_091406,20181222,-155.7197778, 20.0362778
124D_04017_131313,20160909, 17.6989427, 49.8025015
124D_04414_131313,20160909, 16.6504985, 45.8388899
124D_04599_131308,20160909, 16.1587205, 43.8824993
124D_04854_171313,20160909, 15.6169433, 41.5936673
124D_05178_010601,20160909, 14.8540542, 38.4412793
124D_05291_081406,20160909, 14.5166102, 36.8408330
124D_08647_050000,20170308, 8.4322778, 3.5189444
125A_02695_131313,20200316, 168.4305204, 63.0426724
125A_02884_101313,20200316, 169.2496502, 61.0751766
125A_13317_141516,20191229, 171.5032778, -43.2882778
126A_04429_040405,20190503, 149.3028333, 45.7911667
127A_06092_000008,20190503, 129.2652222, 29.0848333
127A_06256_070603,20190503, 128.7431111, 27.2241111
127A_09749_121312,20190503, 111.2441667, -7.4817778
127D_10022_131313,20200930, -69.3912222, -10.3200000
127D_10221_131313,20200930, -69.8746111, -12.2225556
127D_10619_131313,20170302, -70.8331667, -16.2008334
128A_04973_131313,20160909, 101.2358875, 40.2697218
128A_05172_131313,20160909, 101.6999442, 38.2830580
128A_05371_131313,20160909, 102.1620520, 36.2950549
128A_05570_131313,20160909, 102.6042238, 34.3036671
128A_05769_131313,20160909, 103.0244997, 32.3113894
128A_05969_131313,20160909, 103.4421627, 30.3168905
128A_06168_131313,20160909, 103.8500573, 28.3201687
128A_06368_131313,20160909, 104.2674401, 26.3259449
128A_06567_131313,20160909, 104.6748862, 24.3301681
128A_06767_131313,20201018, 105.0738333, 22.3308889
128D_06934_131312,20200819, -87.5896667, 20.6693889
128D_07132_131313,20200819, -87.9943889, 18.6707778
128D_07331_131313,20200819, -88.4357222, 16.6805000
128D_07531_131313,20170308, -88.7990000, 14.6737222
128D_07552_151615,20200620, -88.8503333, 14.4810555
128D_07650_030403,20170308, -89.0436667, 13.4793889
128D_09016_110500,20170308, -91.2565000, -0.1154445
129A_04939_131313,20160909, 76.4884962, 40.6158355
129A_05138_131313,20160909, 76.9433900, 38.6286123
129A_05337_131313,20160909, 77.4346062, 36.6394461
129A_05535_131313,20160909, 77.8712728, 34.6528340
129A_05735_131313,20201205, 78.2707222, 32.6547778
129A_05935_131313,20160909, 78.6828353, 30.6616661
129A_06134_131313,20160909, 79.0827217, 28.6649451
129A_06317_111111,20160909, 79.4474419, 26.9186675
129D_05049_131313,20170308,-108.3315555, 39.4926111
129D_05647_131313,20170308,-109.6487778, 33.5178333
129D_06459_131617,20200620,-111.3222222, 25.4591111
129D_06492_131211,20170308,-111.4212222, 24.9587778
130A_04565_161616,20191129, 50.8546667, 44.3455555
130A_05394_131213,20191129, 52.8278889, 36.0650555
130A_05590_131313,20191129, 53.2555000, 34.1029444
130A_05789_131313,20160909, 53.6896648, 32.1147786
130A_05989_131313,20160909, 54.1172208, 30.1186118
130A_06188_131313,20160909, 54.5192767, 28.1229450
130A_06248_212118,20200620, 54.6401667, 27.4816667
130A_06402_151514,20160909, 54.9457207, 25.9854462
130A_09032_111110,20190509, 35.6391667, -0.3143889
130A_09212_131313,20190509, 36.0283333, -2.1162778
130A_09412_131313,20190509, 36.4582222, -4.1142778
130D_03464_131313,20170302,-128.8055555, 55.3427222
131A_04551_131313,20160909, 26.1791649, 44.4996682
131A_04945_121313,20160909, 27.1377772, 40.5262784
131A_04951_141313,20200614, 27.1408889, 40.4963333
131A_05153_131313,20160909, 27.6057766, 38.4847216
131A_05336_121011,20160909, 28.0321105, 36.5778338
131D_02611_131313,20201006,-150.2953333, 63.8685000
131D_02807_131313,20200726,-151.1590000, 61.9053333
131D_03002_121313,20170531,-151.8946111, 59.2935000
131D_03199_051313,20170519,-152.6314444, 57.9349444
131D_03326_000405,20200503,-153.8117778, 56.6925000
132A_04801_121009,20190620, 2.1438333, 41.8930000
132D_11073_070604,20200930, 164.5736667, -20.8187222
133D_03632_111406,20170308, 156.9105000, 53.5765000
133D_03772_030000,20170308, 157.3811111, 52.2742778
133D_09451_141313,20170308, 143.7629444, -4.5063889
134D_04757_131313,20170829, 128.9318751, 42.4107638
134D_05569_061312,20170302, 127.0570556, 34.1222222
134D_07688_131313,20170308, 122.7679444, 13.1022222
134D_07892_131210,20170308, 122.3540000, 11.0442778
134D_08070_110302,20200807, 121.9732222, 9.2174444
134D_08320_120701,20200807, 121.5726111, 7.2425555
134D_08966_081302,20200807, 120.1411111, 0.3575000
134D_09191_141311,20201018, 119.6653889, -1.8608334
134D_09419_171805,20200825, 119.1485000, -4.2477222
134D_09864_100610,20170320, 118.1901111, -8.6608333
135A_07183_020404,20200807, -66.8885555, 18.1123889
135A_13535_111313,20200726, -74.1720000, -45.3159445
135A_13722_131313,20190509, -73.4741111, -47.2188889
135A_13914_131313,20190509, -72.4467778, -49.1374445
135D_03634_131313,20200930, 107.2282778, 53.6346111
135D_03832_131313,20200930, 106.6412222, 51.6570000
135D_05023_131313,20160921, 103.6334432, 39.7485568
135D_05222_131313,20160921, 103.1718337, 37.7595575
135D_05421_131313,20160921, 102.7176644, 35.7723899
135D_05620_131313,20160921, 102.2733337, 33.7825552
135D_05819_131313,20160921, 101.8371687, 31.7891105
135D_06019_131313,20160921, 101.4198843, 29.7958906
135D_06218_131313,20160921, 101.0232211, 27.8007238
135D_06418_131313,20160921, 100.6226097, 25.8040014
135D_06618_131313,20160909, 100.0304954, 22.8907779
135D_08570_121708,20170308, 96.2382778, 4.0336666
136A_07130_040508,20200410, -91.7203333, 18.8750000
136A_07227_161720,20200615, -91.4982778, 17.8797778
136A_07268_131313,20200410, -91.3702778, 17.3248333
136A_07496_151719,20200627, -90.8981667, 14.8796111
136A_07522_091613,20181223, -90.8985556, 14.8810555
136D_04051_131413,20201025, 81.3435000, 49.4462222
136D_05046_131313,20160922, 78.8931135, 39.5191687
136D_05250_131414,20160922, 78.4054414, 37.4766670
136D_05454_131313,20160922, 77.9376671, 35.4338897
136D_05654_131313,20160922, 77.4970012, 33.4414450
136D_05854_131313,20160922, 77.0888901, 31.4418346
136D_06053_131313,20160922, 76.6918907, 29.4466123
137A_03844_131313,20190504,-123.8118889, 51.5648333
137A_04036_121213,20190504,-123.2580556, 49.5847222
137A_04234_141413,20190504,-122.7414444, 47.6862222
137A_04439_131313,20190504,-122.2040555, 45.6204444
137A_04637_131313,20190504,-121.7160556, 43.6346111
137A_04835_131313,20190504,-121.2300555, 41.6497222
137A_05034_131313,20190504,-120.7706667, 39.6612222
137D_04960_131313,20181229, 54.4247222, 40.3853889
137D_05134_121305,20181229, 53.9695000, 38.4267778
137D_05365_151309,20200410, 53.5136667, 36.4677778
137D_05562_131313,20161203, 53.0510556, 34.3657778
137D_05761_131313,20160922, 52.6212782, 32.3735554
137D_05960_131313,20160922, 52.2064449, 30.3815556
137D_06141_131108,20160922, 51.7990531, 28.4665566
138D_04232_131313,20160910, 31.5264980, 47.6530000
138D_04954_131111,20160910, 29.7651654, 40.5412247
138D_05142_131313,20160910, 29.2973321, 38.5527216
138D_05325_090914,20160910, 28.8341661, 36.4789440
138D_05466_000001,20160910, 27.6026658, 35.3166670
138D_07465_131313,20170303, 24.4706667, 15.3308333
138D_07665_131313,20170303, 24.0666667, 13.3317222
139A_10820_011312,20201218, 177.5945556, -18.2916111
139D_04017_131313,20190422, 7.4109445, 49.7905000
139D_04415_131313,20160910, 6.3293873, 45.8262777
139D_04602_121211,20160910, 5.8756099, 43.9537794
139D_05409_131313,20201025, 4.0086111, 35.8898889
140A_03184_101313,20190510, 160.0333889, 58.2448889
140A_03370_131312,20190510, 160.7302222, 56.2733889
140A_09839_010402,20200609, 150.5255556, -8.4081111
140A_09956_121704,20200609, 150.7862778, -8.9023333
140A_09975_111403,20190510, 150.8342778, -9.1223334
140D_SM_FOGO_S4,20180127, -24.4358333, 14.9433333
141A_04773_020709,20190516, 139.8251111, 42.4398333
141A_04925_131313,20190516, 140.2139444, 40.7562778
141A_05118_131311,20190504, 140.6758889, 38.7683333
141A_05337_160700,20190504, 140.7665000, 36.4440000
141D_10399_131313,20200727, -55.8643333, -14.0028334
141D_10598_131313,20200727, -56.3453333, -15.9938333
141D_10797_131313,20200727, -56.8388333, -17.9831667
141D_10995_131313,20200727, -57.3453333, -19.9710000
141D_11392_131313,20200721, -58.4553889, -23.9275556
141D_11590_131313,20200721, -59.0110555, -25.9084445
141D_13900_131313,20200808, -68.0231667, -49.0143889
142A_07215_001012,20190504, 120.7633889, 17.8821111
142A_07411_111313,20190504, 120.7482222, 15.9469444
142A_07606_131313,20190504, 121.1490556, 13.9480000
142A_07985_081013,20200907, 121.9549444, 9.9497222
142A_08247_060909,20200802, 122.4175556, 7.6720000
142A_08911_060608,20201130, 123.8411111, 0.9608333
142D_08542_131313,20170303, -76.4624444, 4.5640000
142D_08746_141313,20170303, -76.8751667, 2.5376111
142D_08947_131313,20170619, -77.3177778, 0.5126666
142D_09147_131313,20161203, -77.7333333, -1.4847222
143A_04999_131313,20160910, 91.0231113, 40.0076668
143A_05218_171611,20160910, 91.5512213, 37.7446133
143A_05225_171616,20201019, 91.5502778, 37.7407222
143A_05452_131313,20160910, 92.0860517, 35.4816664
143A_05651_131313,20160910, 92.5211669, 33.4909456
143A_05850_131313,20160910, 92.9517747, 31.4989439
143A_06050_131313,20160910, 93.3505025, 29.5061676
143A_06250_131313,20201206, 93.7499445, 27.5047778
143A_06450_131313,20160922, 94.1175007, 25.5046117
143A_06650_131313,20160922, 94.5274983, 23.5082229
143A_06849_131313,20160922, 94.9477181, 21.5102239
143A_08674_131308,20190110, 98.6146111, 3.4069444
143A_08863_141313,20190510, 99.0354444, 1.3782222
143D_06933_131313,20170309, -97.8941111, 20.6572222
143D_07132_131313,20170309, -98.3013889, 18.6637778
143D_07197_212120,20200615, -98.4359444, 17.9960555
144A_05070_131313,20160922, 66.4775556, 39.2986129
144A_05269_131313,20160922, 66.9292734, 37.3130554
144A_05476_141414,20160922, 67.3984990, 35.2405006
144A_05684_131313,20160922, 67.8689452, 33.1644473
144A_05883_131313,20160922, 68.2830022, 31.1722241
144A_06083_131313,20160922, 68.7010013, 29.1758903
144A_06282_131313,20160922, 69.0992202, 27.1810014
144A_11114_000304,20190311, 55.6095000, -21.1420000
144A_SM_REUN_S6,20170725, 55.7030556, -21.0956945
144D_04504_131313,20200105,-117.2936667, 44.9388333
144D_04702_131313,20170309,-117.7915000, 42.9541667
144D_05102_121313,20170309,-118.7319444, 38.9509444
144D_05298_131313,20170321,-119.1751111, 36.9909444
145A_04550_131313,20160910, 40.6184981, 44.3083913
145A_04722_031313,20160910, 41.0453322, 42.5136120
145A_04956_121313,20160910, 41.5336116, 40.4758337
145A_05152_131313,20160910, 42.0060001, 38.4853914
145A_05351_131313,20160910, 42.4399969, 36.4953884
145A_05550_131313,20160910, 42.8694440, 34.5036665
145A_05749_131313,20160910, 43.3018883, 32.5111117
145A_05949_131313,20160910, 43.5460003, 31.4325012
145A_SM_MARI_S3,20180109, 37.7505555, -46.8772223
146A_04445_131313,20160910, 15.6260541, 45.5620012
146A_04653_161313,20160910, 16.1543316, 43.3541108
146D_12613_231107,20191130, 174.0005000, -37.2498889
146D_13495_001212,20191130, 170.0480000, -44.9377222
146D_13630_000707,20191130, 169.3938889, -46.3037222
147A_02373_060402,20200603, -16.2433133, 66.3097579
147A_02488_131211,20170402, -15.6081944, 65.0470278
147D_02713_131114,20200317, 174.3154350, 62.8857934
148D_04631_101009,20190907, 143.6308333, 43.6815555
149A_09838_131313,20200721, -71.6342222, -8.3824445
149A_10037_131313,20200721, -71.1793333, -10.3767778
149A_10236_131313,20201001, -70.6918333, -12.3637778
149A_10634_131313,20190504, -69.7402222, -16.3474445
149A_10834_131313,20190504, -69.2438333, -18.3361667
149A_11032_131313,20190504, -68.7358333, -20.3235556
149A_11230_131313,20190504, -68.2068889, -22.3076667
149A_11428_131313,20190504, -67.6537222, -24.2875556
149A_11626_131313,20200721, -67.1028889, -26.2703333
149A_12023_131313,20201001, -65.9332778, -30.2250000
149A_12220_131313,20201001, -65.3132222, -32.1971111
149D_09700_081210,20170309, 108.2841667, -6.9244444
150A_06876_121812,20200808, -77.7960000, 21.2323889
150A_07182_050605,20200808, -77.1712778, 18.1834444
150A_08373_131313,20190504, -74.7374444, 6.2752222
150A_08574_131313,20190504, -74.3300000, 4.2752778
150A_08774_131313,20200814, -73.9208333, 2.2747222
150D_03718_131313,20170303, 96.6954444, 52.7986111
150D_04313_131313,20161016, 95.0373904, 46.8552806
150D_04511_131313,20161016, 94.5353853, 44.8696671
150D_04908_131313,20200528, 93.6106667, 40.8958333
150D_05107_131313,20160922, 93.1401674, 38.9076694
150D_05505_131313,20160922, 92.2183313, 34.9333328
150D_05704_131313,20160922, 91.7874431, 32.9411134
150D_05903_131313,20160922, 91.3605010, 30.9487232
150D_06103_131313,20201230, 90.9631667, 28.9513333
150D_06303_131313,20160910, 90.5661651, 26.9537790
150D_06503_131313,20160910, 90.1902175, 24.9527790
150D_06703_131313,20160910, 89.7848345, 22.9558351
150D_06725_151616,20201031, 89.7251667, 22.7080555
150D_06823_020404,20160910, 89.5244448, 21.7088887
151A_07013_131313,20190511,-102.2028889, 19.8881666
151D_04843_131313,20160911, 69.0856643, 41.5420563
151D_05042_131313,20160911, 68.6247234, 39.5557241
151D_05241_131313,20160911, 68.1656129, 37.5683349
151D_05440_131313,20160911, 67.7146099, 35.5781117
151D_05639_131313,20160911, 67.2704394, 33.5891111
151D_05838_131313,20160911, 66.8544449, 31.5953361
151D_06038_131313,20160911, 66.4309431, 29.5988909
151D_06237_131313,20160911, 66.0341094, 27.6046121
151D_06412_110910,20160911, 65.6684971, 25.8336667
151D_11112_000300,20190312, 55.4710000, -21.1216111
151D_SM_REUN_S4,20180203, 55.6133334, -21.1505556
152D_04762_131313,20160911, 44.5810542, 42.3602244
152D_04960_131313,20160911, 44.1141655, 40.3744453
152D_05067_000400,20200722, 43.7872778, 39.3156666
152D_05159_131313,20160911, 43.6537221, 38.3889447
152D_05358_131313,20160911, 43.2021091, 36.3954468
152D_05558_131313,20160911, 42.7786646, 34.4036667
152D_05757_131313,20160911, 42.3501110, 32.4122220
152D_07515_131313,20161216, 38.7742222, 14.8317778
152D_07715_131313,20161216, 38.3510556, 12.8310000
152D_07915_131313,20161216, 37.9387222, 10.8337778
152D_08115_131313,20161216, 37.5430000, 8.8328333
152D_08315_131313,20161216, 37.1453889, 6.8337222
152D_08715_131313,20161204, 36.3164445, 2.8336111
152D_08884_060600,20200722, 36.3148333, 1.1565000
152D_08915_131313,20161204, 35.8935556, 0.8383889
152D_09114_131313,20170121, 35.4727778, -1.1630556
152D_09315_131313,20161204, 35.0468889, -3.1608889
152D_09913_131313,20170214, 33.7204445, -9.1506111
152D_10113_131313,20200529, 33.2505000, -11.1410556
153A_03052_110913,20200429,-161.2726224, 59.3302060
153A_03412_061209,20191125,-160.0596111, 55.8795555
153D_04498_131313,20160911, 20.5442766, 44.9955557
153D_04699_131413,20160911, 20.0438312, 42.9574437
153D_04877_091102,20160911, 19.6057764, 41.1378329
153D_05028_130306,20160911, 19.2432214, 39.5922236
153D_05041_150306,20200610, 19.2085556, 39.4277222
153D_05176_020000,20160911, 19.8683876, 38.2248327
153D_06939_131313,20170304, 15.2441111, 20.5907778
154A_02618_131313,20200318, 172.1900222, 63.8234011
154A_02795_131108,20200318, 173.0533443, 61.8582712
154A_03799_000003,20200728, 177.7262778, 52.0199444
154A_12568_000018,20191125, 173.5191667, -35.6906667
154A_13050_121723,20191125, 174.2181667, -40.0401111
155A_09160_040200,20200716, 138.3824444, -1.5353333
155A_09265_161410,20200610, 138.9551111, -2.5510000
155A_09280_131310,20190803, 139.0016667, -2.7063333
155A_09471_131313,20200716, 139.4435000, -4.7016111
155D_02362_010101,20200610, -21.5886666, 66.3556667
155D_02437_101011,20200112, -21.8682222, 65.5444166
155D_02471_131311,20170304, -21.9106389, 65.2452500
155D_02484_191814,20201225, -22.1308333, 65.0055000
155D_02579_100800,20200610, -21.8360000, 64.1550000
156A_05639_121313,20190728, 131.5142222, 33.6368889
156A_05796_080500,20190902, 131.4658889, 31.9731111
156A_09684_030105,20201008, 115.2194445, -6.9094445
156A_09814_081406,20181230, 115.4856111, -8.0183334
156D_07645_030914,20170310, -60.2987222, 13.5829444
156D_10432_131313,20200722, -66.2819444, -14.3367778
156D_10631_131313,20200722, -66.7837778, -16.3228889
156D_10829_131313,20170304, -67.2892222, -18.3087222
156D_11028_131313,20170304, -67.7951667, -20.2965556
156D_11226_131313,20190622, -68.3156111, -22.2837778
156D_11424_131313,20170304, -68.8614444, -24.2655000
156D_11622_131313,20170304, -69.4148333, -26.2447222
156D_11820_131313,20200604, -69.9981667, -28.2226111
156D_12017_131313,20200604, -70.4385000, -30.1979445
156D_12184_101305,20190610, -71.2301667, -32.1675000
156D_12325_040000,20190610, -70.6786111, -33.2651111
156D_12437_121300,20190610, -71.5223889, -34.3381667
156D_12652_131301,20190610, -72.3675000, -36.2071667
156D_12812_131309,20200722, -72.6980000, -38.1653333
156D_13022_131300,20200722, -73.5455000, -40.2237778
157A_04078_131313,20160923, 103.1557177, 49.2212215
157A_05082_131313,20160911, 105.6166111, 39.1798914
157A_05281_131313,20160911, 106.0658885, 37.1912238
157A_05481_131313,20160911, 106.5052232, 35.2007790
157A_05680_131313,20190604, 106.9309445, 33.2051666
157A_05879_131313,20161005, 107.3387747, 31.2111670
157A_06078_131313,20201020, 107.7697222, 29.2183889
157A_06278_131313,20201020, 108.1853889, 27.2233333
157D_07519_131413,20200622, -84.6682778, 14.7980000
157D_07716_131313,20170310, -85.0566111, 12.8259444
157D_07909_131307,20170310, -85.4599444, 10.8261666
157D_07913_141307,20200622, -85.4880000, 10.7460555
158A_05252_131313,20160911, 81.3216619, 37.4836119
158A_05451_131313,20160911, 81.7884978, 35.4947241
158A_05650_131313,20160911, 82.2402771, 33.5061120
158A_05849_131313,20160911, 82.6655564, 31.5137787
158A_06049_131313,20160911, 83.0830558, 29.5141120
158A_06249_131313,20160911, 83.4380509, 27.5192236
158A_06448_131313,20160911, 83.8461134, 25.5201667
158D_05548_131313,20170310,-105.3105000, 34.4980000
159A_04395_131313,20191225, 54.5517778, 46.0422222
159A_04594_131313,20191225, 55.0517222, 44.0578889
159A_04792_131313,20191225, 55.5351111, 42.0721667
159A_04992_131313,20160911, 56.0042199, 40.0866128
159A_05190_131313,20160911, 56.4684450, 38.1003882
159A_05389_131313,20160911, 56.9167780, 36.1097244
159A_05589_131313,20160911, 57.3587192, 34.1190581
159A_05788_131313,20160911, 57.7886660, 32.1294995
159A_05987_131313,20160911, 58.2173887, 30.1343346
159A_06187_131313,20160911, 58.6362211, 28.1393343
159A_06370_101013,20160911, 59.0187196, 26.2257789
159A_06375_101213,20200405, 59.0341111, 26.1406666
159D_03893_131313,20190610,-125.9923333, 51.0417778
159D_04031_080603,20201002,-126.4236667, 49.5304444
160A_04878_040206,20160911, 31.0630536, 41.2888349
160A_05003_131413,20160911, 31.3424980, 40.0181667
160A_05207_131313,20160911, 31.8320537, 37.9451665
160A_05413_021615,20160911, 32.2967208, 35.7595574
160A_08155_131313,20161228, 37.9306667, 8.4457778
160A_08350_131311,20161228, 38.3375000, 6.4461111
160D_02678_131313,20201008,-146.4826667, 63.1996667
160D_02805_050404,20200902,-147.0820000, 61.9431667
160D_03028_020206,20201008,-147.9557500, 59.6665000
161A_04594_121313,20160911, 5.7246652, 44.0298340
161A_05343_090806,20200902, 7.4519445, 36.6291111
161A_07111_131313,20200926, 11.1170556, 18.8948889
161D_03795_040404,20170304,-175.0924444, 52.0071667
162A_06192_060402,20190324, -15.4358889, 28.1988333
162D_09619_091314,20170310, 147.4972778, -6.3082222
162D_09831_121310,20200610, 147.0167778, -8.3761111
162D_09850_151410,20200610, 146.9590000, -8.6256111
162D_09961_040200,20200610, 147.0791111, -9.6996111
163D_05579_100804,20190803, 131.2335000, 34.3550000
163D_05736_131313,20170310, 130.8667778, 32.6096111
163D_05934_091414,20170310, 130.4263333, 30.5335000
163D_08148_061313,20190803, 125.7975556, 8.7010000
163D_08317_091313,20170310, 125.5795000, 6.6988889
163D_08543_040300,20170310, 125.4872222, 4.5208889
163D_08898_091005,20170310, 124.4310000, 1.1439444
163D_09852_050706,20170310, 122.3081667, -8.5892222
164A_07620_000518,20200809, -61.5319444, 13.8706666
164A_07697_000511,20200330, -61.4148333, 13.2881111
164A_08623_131313,20201107, -59.8642778, 3.7708333
164A_12791_021008,20200722, -72.9105000, -37.8010000
164A_12971_071312,20190411, -72.8478889, -39.5371111
164A_13146_131313,20190324, -72.0675000, -41.4568889
164A_13341_131313,20190505, -71.2329444, -43.4017778
164D_05472_131313,20160923, 106.7189421, 35.1750010
164D_05672_131313,20160923, 106.3194452, 33.2638888
164D_05871_131313,20160923, 105.8901090, 31.2700024
164D_06070_131313,20160923, 105.4722732, 29.2766667
164D_06270_131313,20160923, 105.0473856, 27.2826683
164D_06469_131313,20160923, 104.6341682, 25.2878350
164D_08729_151713,20200809, 100.5000000, 2.7993889
164D_08941_131113,20170310, 99.6188889, 0.5518889
164D_09101_040508,20200809, 99.5000000, -1.0609445
165A_06974_181809,20200728, -87.8733333, 20.1641667
165A_07001_131305,20200821, -87.7898889, 19.7768333
165A_07223_131000,20200821, -87.7321111, 17.6871667
165A_07533_171616,20200728, -86.7591667, 14.6986111
165A_07561_131313,20200809, -86.7070555, 14.3925000
165A_07753_101313,20200423, -86.2955555, 12.3946111
165A_07945_001113,20190511, -85.5153333, 10.4706111
165D_05064_131313,20160924, 82.9716619, 39.3367242
165D_05263_131313,20160924, 82.5119433, 37.3529465
165D_05462_131313,20160924, 82.0178291, 35.3626119
165D_05661_131313,20160924, 81.5899954, 33.3733897
165D_05860_131313,20160924, 81.1702239, 31.3808349
165D_06060_131313,20160924, 80.7656091, 29.3804447
165D_06260_131313,20160924, 80.4085016, 27.4905566
166A_04690_131313,20190506,-117.4713333, 43.0962222
166A_05087_131313,20200301,-116.5277778, 39.1223889
166A_05288_131313,20190412,-116.0881111, 37.1315555
166A_05486_131313,20190506,-115.6467222, 35.1406111
166A_05685_131313,20190506,-115.2142778, 33.1488889
166A_05868_131307,20191220,-114.7910556, 31.1566111
166A_06099_141310,20190506,-114.3658333, 29.1071666
166D_04944_131313,20160924, 58.5791084, 40.5355552
166D_05143_131313,20160924, 58.1153304, 38.5475560
166D_05342_131313,20160924, 57.6659442, 36.5585568
166D_05541_131313,20160924, 57.2066098, 34.5676690
166D_05740_131313,20160924, 56.7852753, 32.5748888
166D_05940_131313,20160924, 56.3628307, 30.5853340
166D_06139_131313,20160924, 55.9355005, 28.5882792
166D_06336_131312,20160924, 55.5470002, 26.6222238
167D_04884_131212,20160912, 34.0244444, 41.1889453
167D_05077_131313,20160912, 33.5529986, 39.2025016
167D_05276_131313,20160912, 33.1023322, 37.2117239
167D_05463_111100,20160912, 33.1252217, 35.3592228
168D_04455_131313,20160912, 10.3471100, 45.4281116
168D_04647_101504,20160912, 9.8507763, 43.3296124
168D_06724_131313,20170305, 5.3821111, 22.7426111
169A_03054_131310,20200810, 163.7390417, 59.4111667
169A_03274_140100,20200810, 163.8532778, 57.2731111
169A_09593_000011,20191027, 154.8909445, -5.9175000
169A_13625_001315,20191126, 167.4405000, -46.0876111
169D_00001_020800,20190319, -17.7880556, 28.2467222
170A_04675_131008,20190506, 143.7954445, 43.0621666
170D_11079_131313,20200804, -53.5000000, -20.8028333
170D_11278_131313,20200804, -54.0287778, -22.7868889
170D_11476_131313,20200804, -54.5753333, -24.7691111
171A_08263_131000,20190729, 126.2646667, 7.2566666
171A_09402_131313,20190828, 104.3094445, -4.0126111
171A_09587_041313,20190512, 104.7421111, -6.0104445
171D_08644_131313,20200325, -72.5757222, 3.5520555
171D_10399_090600,20200723, -76.0989444, -14.1043889
172A_04842_091010,20160912, 94.8084439, 41.4031656
172A_05014_131313,20160912, 95.1789990, 39.8575577
172A_05226_111616,20160912, 95.6892179, 37.6221142
172A_05237_161616,20201021, 95.7010556, 37.6191666
172A_05462_131313,20160912, 96.2017238, 35.3838894
172A_05661_131313,20160912, 96.6503870, 33.3933902
172A_05860_131313,20160912, 97.0702232, 31.3991139
172A_06060_131313,20160912, 97.4979994, 29.4016116
172A_06260_131313,20160912, 97.8879410, 27.4067233
172A_06459_131313,20160912, 98.2734973, 25.4096675
172D_07248_131213,20170311, -94.4072222, 17.5305000
172D_07281_171518,20200331, -94.4900555, 17.1159444
172D_07378_050406,20200331, -94.6955555, 16.1166666
173A_04754_131313,20160924, 69.8541679, 42.4617229
173A_05151_131313,20160912, 70.8175535, 38.4888900
173A_05350_131313,20160912, 71.2408349, 36.5026679
173A_05550_131313,20160912, 71.6946626, 34.5095548
173A_05749_131313,20160912, 72.1007747, 32.5139458
173A_05948_131313,20160912, 72.5174403, 30.5202239
173D_04773_141313,20170311,-113.8613333, 42.2535555
173D_05576_131313,20170522,-115.6576111, 34.2074444
173D_05770_131311,20170709,-116.0755000, 32.2137778
174A_04554_111111,20200412, 44.6902778, 44.4595000
174A_04777_181818,20200412, 45.2224445, 42.2260000
174A_05018_131313,20160912, 45.8039422, 39.8263891
174A_05216_131313,20160912, 46.2593335, 37.8383899
174A_05598_131313,20191126, 47.0996111, 34.0205555
174A_05798_131313,20160912, 47.5097217, 32.0281122
174A_05986_131309,20160912, 47.9321666, 30.0337233
