frame,master,center_lon,center_lat
061D_05289_021007,20170309, 129.6815000, 36.7674444
061D_05504_010913,20200715, 129.3717778, 35.3850555
061D_05562_000202,20200715, 128.6767222, 34.3762222
061D_07748_050613,20170303, 124.7901667, 12.9226111
061D_07906_131313,20170207, 124.3749723, 10.9239722
061D_08107_131313,20170303, 123.9810556, 8.9223333
061D_08277_110410,20170303, 123.6085556, 7.1188333
061D_09012_161516,20170303, 122.1026667, -0.1277778
061D_09920_121210,20170315, 120.1308333, -9.1693889
062A_07928_050400,20190615, -63.7052778, 10.7511667
062A_08013_171717,20200808, -63.1727778, 9.8758333
062A_08021_131211,20190615, -63.1589444, 9.8181111
062A_08046_131313,20190615, -63.1032222, 9.5418333
062A_13470_131313,20190504, -72.6641667, -44.6911111
062A_13661_121313,20200721, -71.7190000, -46.6193889
062A_13853_141313,20200721, -70.7589444, -48.4629445
062D_05035_131313,20160916, 105.6643330, 39.6258339
062D_05234_131313,20160916, 105.2038891, 37.6377777
062D_05432_131313,20160916, 104.7539993, 35.6486139
062D_05631_131313,20160916, 104.3152753, 33.6565577
062D_05831_131313,20160916, 103.8898307, 31.6638345
062D_06031_131313,20160916, 103.4774449, 29.6701677
062D_06231_131313,20160916, 103.0684422, 27.6781674
062D_06430_131313,20160916, 102.6438314, 25.6816684
062D_06630_131313,20160904, 102.0867192, 22.8507225
062D_07030_131313,20160904, 101.4622221, 19.6849452
062D_08629_071113,20170303, 98.2691667, 3.9137222
062D_08831_181512,20170303, 97.7708333, 1.5245555
063A_07458_041304,20190505, -88.9820556, 15.6728333
063A_07559_161820,20200616, -88.7265555, 14.2500000
063A_07617_091113,20190505, -88.6070000, 13.6680555
063D_04429_121413,20160917, 82.4128874, 45.6576140
063D_04846_131413,20210217, 81.3794444, 41.5265555
063D_05260_131413,20160917, 80.4437737, 37.3822226
063D_05462_131313,20160917, 79.9809455, 35.3665584
063D_05661_131313,20160917, 79.5247728, 33.3754453
063D_05860_131313,20160917, 79.1262175, 31.3786120
063D_06060_131313,20160917, 78.7193320, 29.3800011
063D_06265_141314,20160917, 78.4226125, 27.8551119
064A_04019_131313,20190417,-121.2658889, 49.8139444
064A_04218_131313,20190417,-120.7208333, 47.8328889
064A_04610_141313,20190417,-119.7388889, 43.9465555
064A_05011_131313,20190417,-118.7584444, 39.8919444
064A_05211_131313,20190417,-118.3091667, 37.9020555
064A_05410_131313,20190417,-117.8651111, 35.9117222
064A_05774_011313,20190417,-117.0075556, 31.9275555
064D_04889_131313,20160917, 56.6510542, 41.0905555
064D_05088_131313,20160917, 56.1888860, 39.1051132
064D_05287_131313,20160917, 55.7098302, 37.1150571
064D_05486_131313,20160917, 55.2855000, 35.1260565
064D_05685_131313,20161222, 54.8466111, 33.1363889
064D_05884_131313,20160917, 54.4116087, 31.1426684
064D_06083_131313,20160917, 53.9976654, 29.1481117
064D_06255_111008,20160917, 53.6632752, 27.5145010
065A_02559_131313,20201008,-150.9085000, 64.4118333
065D_04905_131208,20160905, 31.9519989, 41.0822218
065D_05087_131313,20160905, 31.4699989, 39.0938896
065D_05281_111313,20160905, 31.0304990, 37.1042789
065D_05285_111314,20200610, 31.0162778, 37.0227222
065D_05387_000002,20160905, 29.8274437, 36.1083316
065D_07467_131313,20170310, 26.5251667, 15.3190555
066A_03735_010103,20200223,-171.4143333, 52.7566111
066A_03750_030203,20200914,-171.3441667, 52.5533333
066D_05394_131311,20200902, 6.1405556, 36.0952222
066D_06984_131313,20170310, 2.8011111, 20.1388333
066D_SM_TRIS_S6,20171205, -12.2923611, -37.1134722
067A_09325_000004,20200722, 152.2426111, -3.2342222
067A_09457_071509,20190505, 151.7277222, -4.4867222
068A_04667_071312,20190511, 141.6239445, 43.4988889
068A_04799_130306,20190511, 142.0921111, 41.5409444
068A_05053_130400,20201101, 142.1366111, 39.4395555
068D_10577_131313,20200722, -54.2312222, -15.7853889
068D_12357_131313,20200728, -59.3291667, -33.5928889
069A_06499_160709,20190610, 120.9137222, 25.3067222
069A_06694_131402,20190529, 121.3903333, 23.0663889
069A_07127_060500,20190616, 121.8696111, 18.7515555
069A_07674_131310,20181230, 123.3274445, 13.3472222
069A_07825_090908,20200529, 123.6470000, 11.7645000
069A_07955_090909,20190505, 123.9102222, 10.7530000
069A_08127_131414,20190827, 124.2603333, 8.7395000
069A_08324_101313,20190827, 124.6813889, 6.6816667
069A_09108_131313,20190505, 101.6240000, -1.0752778
069A_09283_080913,20190505, 102.0515000, -3.0730000
069A_09457_021206,20190505, 102.3486667, -4.4624445
069D_08516_151414,20170403, -74.3718889, 4.8330555
069D_08730_131413,20200330, -74.8105555, 2.6965555
069D_09961_131312,20200902, -77.4896111, -9.6185556
070A_05026_131313,20160905, 93.1363866, 39.7435571
070A_05251_161617,20160905, 93.6699466, 37.4840567
070A_05479_131313,20160905, 94.1946120, 35.2156114
070A_05678_131313,20160905, 94.6306105, 33.2246122
070A_05877_131313,20160905, 95.0557781, 31.2325004
070A_06077_131313,20160905, 95.4632208, 29.2340007
070A_06277_131313,20160905, 95.8469401, 27.2381113
070A_06477_131313,20160905, 96.2556064, 25.2410559
070A_08762_131413,20200722, 100.7543889, 2.3894444
070D_07100_041013,20190429, -96.1185556, 19.3150000
070D_07266_131313,20200330, -96.5126667, 17.3146111
070D_07295_161617,20200616, -96.5666667, 17.0356111
071A_05041_131313,20160917, 68.4871643, 39.5887215
071A_05240_131313,20160917, 68.9613888, 37.6000577
071A_05439_131313,20160917, 69.3714969, 35.6129470
071A_05638_131313,20160917, 69.8286669, 33.6197783
071A_05838_131313,20160917, 70.2426100, 31.6242780
071A_06038_131313,20160917, 70.6580555, 29.6293346
071A_06237_131313,20160917, 71.0641130, 27.6343343
071A_06436_131313,20160917, 71.4607738, 25.7227789
071D_05178_131313,20190505,-116.8446667, 38.1950555
071D_05377_131313,20170304,-117.2814444, 36.2020000
072A_04534_080808,20160905, 42.5790534, 44.6501685
072A_04693_131313,20160905, 42.9724432, 43.0756676
072A_04892_131313,20160905, 43.4374443, 41.0932239
072A_05064_000400,20200722, 43.9278333, 39.3655555
072A_05090_131313,20160905, 43.9118894, 39.1043917
072A_05289_131313,20160905, 44.3686082, 37.1122216
072A_05489_131313,20160905, 44.7931114, 35.1219439
072A_05688_131313,20160905, 45.2163318, 33.1307245
072A_05887_131313,20160905, 45.6427777, 31.1375027
072A_06087_131313,20160905, 46.0671643, 29.1435575
073A_04168_131313,20160905, 16.9677760, 48.3284461
073A_04367_131313,20160905, 17.4904434, 46.3451694
073A_04565_131313,20160905, 17.9910534, 44.3607789
073A_04736_051113,20160905, 18.4823868, 42.3748352
073A_04960_090913,20160905, 18.9554433, 40.3340010
073A_05169_000015,20160905, 20.4297221, 38.3180018
073D_02739_131313,20200429,-159.0430864, 62.5854126
073D_02936_131313,20200429,-159.8626970, 60.6193844
073D_03093_080808,20200429,-160.4879023, 59.0595705
073D_03397_020000,20200803,-160.2477777, 56.0356111
073D_03460_121207,20200908,-161.6621111, 55.5987222
073D_03461_000300,20200722,-161.8520555, 55.3813889
073D_12785_121717,20191113, 175.6809445, -37.7215000
073D_13010_161205,20191113, 174.7040000, -40.2401111
073D_13013_161306,20200722, 174.7138333, -40.2151111
073D_13256_001823,20191125, 173.2349445, -42.4261667
074A_05055_131313,20190610, -5.5409444, 39.4590000
074A_05245_131013,20200902, -5.0862222, 37.4690555
074A_05469_131606,20200803, -4.6581667, 35.5333333
074A_SM_TRIS_S4,20180110, -12.2697222, -37.1108333
075A_SM_FOGO_S6,20171030, -24.3705556, 14.9318055
075D_09202_131415,20200722, 136.0742222, -2.0121667
075D_09383_101009,20200722, 135.6780556, -3.8390556
076A_10457_131313,20200728, -68.1030000, -14.5638334
076A_10656_131313,20200728, -67.6178889, -16.5545556
076A_10855_131313,20190511, -67.1084444, -18.5410000
076A_11050_131113,20190511, -66.5857778, -20.5246667
076A_11251_131313,20200716, -66.0823333, -22.5149445
076A_12043_131313,20201008, -63.8058889, -30.4311667
076D_09725_121107,20170304, 110.2916667, -7.1556111
077A_06542_121611,20191125, -76.4302222, 24.5727222
077A_06920_111506,20191125, -75.6885000, 20.9973889
077D_03697_131313,20170310, 98.8272778, 53.0067778
077D_03895_131313,20200902, 98.2284445, 51.0276111
077D_04093_131313,20160905, 97.6717220, 49.0495563
077D_04887_131313,20201026, 95.7186111, 41.1048889
077D_05086_131313,20201213, 95.2428333, 39.1181667
077D_05285_131313,20160917, 94.7578310, 37.1323894
077D_05487_141313,20160917, 94.3233298, 35.1182218
077D_05685_121313,20160917, 93.8783353, 33.1236135
077D_05882_131313,20160917, 93.4595512, 31.1592792
077D_06082_131313,20201026, 93.0746111, 29.1605555
077D_06282_131313,20160905, 92.6989434, 27.1618350
077D_06482_131313,20201201, 92.2408333, 25.1719444
077D_06682_131313,20201213, 91.8646667, 23.1693333
078A_07049_131313,20190506, -99.5005000, 19.5118333
078A_07241_101313,20200406, -99.5000000, 17.5112778
078D_05037_131313,20160906, 70.6892779, 39.6036691
078D_05237_131313,20160906, 70.2165532, 37.6178355
078D_05435_131313,20160906, 69.7637758, 35.6197783
078D_05634_131313,20160906, 69.3529988, 33.6302777
078D_05834_131313,20160906, 68.9311084, 31.6377774
078D_06033_131313,20160906, 68.5056115, 29.6428891
078D_06233_131313,20160906, 68.1009434, 27.6475002
078D_06442_151413,20160906, 67.6747224, 25.5444449
079A_02996_131313,20190506,-134.7755556, 59.3465000
079D_04617_081313,20200804, 46.9964445, 43.8678889
079D_04810_141313,20200804, 46.5181667, 41.8850000
079D_05011_131313,20161223, 46.0525556, 39.8697778
079D_05210_131313,20210401, 45.5919723, 37.8821944
079D_05408_131313,20160918, 45.1499430, 35.8915561
079D_05607_131313,20160918, 44.8882759, 34.7554437
079D_05807_131313,20171130, 44.3174445, 31.9033889
079D_07502_111213,20161211, 40.8677222, 15.0380555
079D_07694_131313,20161211, 40.4607778, 13.0413889
079D_07894_131313,20161211, 40.0613889, 11.0429444
079D_08094_131313,20161211, 39.6523333, 9.0431666
079D_08294_131313,20161211, 39.2414445, 7.0446666
079D_08494_131313,20161211, 38.8393889, 5.0431666
079D_08893_131313,20161223, 38.0002222, 1.0451111
079D_09093_131313,20170428, 37.5910000, -0.9532222
079D_09298_141313,20170919, 37.1461111, -3.0053334
080D_04608_131313,20160906, 22.3084986, 43.8848336
080D_04807_131313,20160906, 21.8255533, 41.8973899
080D_05003_131312,20160906, 21.3728313, 39.9400577
080D_05196_131104,20160906, 20.9283879, 37.9789445
080D_05201_141104,20200611, 20.9146667, 37.8975000
080D_05328_010000,20160906, 21.5469432, 36.6953320
080D_06835_131313,20170311, 17.5109445, 21.6361667
080D_07035_131313,20170311, 17.1047778, 19.6359444
081A_10691_130200,20200605, 168.6168889, -16.8057222
081A_10907_000800,20190927, 169.5843333, -19.0612222
081A_12528_140900,20191108, 173.9738333, -35.2815000
081A_12694_111110,20191108, 175.0367222, -36.9353333
081A_12881_141414,20191108, 175.7495556, -38.7801667
081A_13045_090804,20191108, 176.4086667, -40.4867778
081D_05173_131313,20190430, -3.7042222, 38.2430000
081D_05480_000200,20200804, -4.4477778, 35.1880555
081D_05585_131213,20200804, -4.6150000, 34.1507777
082A_09453_131313,20200723, 141.4671667, -4.5240556
082D_05128_030500,20170305, -27.8243889, 38.6660000
083A_05460_050904,20171013, 133.1591667, 35.5574444
083A_05602_131212,20170907, 133.5131111, 33.9260555
083D_08666_131313,20201108, -60.2668889, 3.3291666
083D_10461_131313,20200729, -64.2880000, -14.6257222
083D_10659_131313,20200729, -64.7916111, -16.6120556
083D_10858_131313,20200729, -65.2931667, -18.5998889
083D_11056_131313,20170311, -65.8241667, -20.5815556
083D_11254_131313,20190430, -66.3373889, -22.5697778
083D_11452_131313,20170311, -66.9179444, -24.5500000
083D_11651_131313,20170311, -67.4616667, -26.5301111
083D_11848_131313,20200605, -68.0510555, -28.5020556
083D_12046_131313,20200605, -68.6556667, -30.4763333
083D_12243_131313,20200717, -69.2662778, -32.4517778
083D_12440_131313,20170311, -69.9074444, -34.4196667
083D_12636_131313,20170311, -70.6072222, -36.3842222
083D_12832_131313,20170311, -71.3235555, -38.3421111
083D_13027_131313,20170311, -72.0902778, -40.2941667
083D_13222_131313,20170311, -72.9005555, -42.2423889
083D_13416_131313,20200729, -73.7500556, -44.1832778
083D_13636_131303,20200729, -74.2280000, -46.1389445
083D_13794_090700,20200729, -74.6690000, -47.8603334
084A_04529_131313,20160930, 106.3627184, 44.7129458
084A_05125_131313,20160906, 107.7688349, 38.7508884
084A_05324_131313,20160906, 108.2211641, 36.7615575
084A_05722_131313,20160918, 109.0812238, 32.7755580
084A_05922_131313,20200430, 109.5031667, 30.7828333
084A_06122_131313,20201015, 109.9196111, 28.7888889
084D_07797_001213,20170305, -83.5465555, 12.0532778
084D_08014_091312,20170305, -83.5828889, 9.9248333
084D_08033_121612,20200617, -83.6499444, 9.6783889
084D_08144_040400,20200617, -83.5214444, 8.5573889
085A_05058_131313,20160906, 82.9204959, 39.4238914
085A_05256_131313,20160906, 83.3925553, 37.4403884
085A_05455_131313,20160906, 83.8612174, 35.4540003
085A_05654_131313,20160906, 84.3065542, 33.4624455
085A_05853_131313,20160906, 84.7264994, 31.4688337
085A_06053_131313,20160906, 85.1487187, 29.4702239
085A_06253_131313,20160906, 85.5220025, 27.4747786
085A_06453_131313,20160906, 85.9123360, 25.4762786
086A_04814_131313,20160906, 57.6526090, 41.8646674
086A_05013_131313,20160906, 58.1189425, 39.8785568
086A_05211_131313,20160906, 58.5752766, 37.8903360
086A_05410_131313,20160906, 59.0330548, 35.9005013
086A_05609_131313,20160906, 59.4663307, 33.9099452
086A_06008_131313,20160918, 60.2987208, 29.9198345
086A_06208_131313,20160918, 60.7178889, 27.9256126
086A_06402_111313,20160918, 61.1246091, 26.1418906
086D_03707_131313,20190617,-123.3835000, 52.8984444
086D_03905_131313,20170311,-123.9539444, 50.9200000
086D_04090_131308,20190617,-124.4978889, 48.9673889
087A_04904_121313,20160906, 33.1793870, 40.9672238
087A_05101_131313,20160906, 33.6479426, 39.0048908
087A_05317_121617,20160906, 34.1536115, 36.7110564
087A_05529_040414,20160906, 34.6621109, 34.3869469
087A_05786_051311,20201220, 35.0995000, 32.4255000
087A_07674_141414,20161223, 39.0081111, 13.2623333
087A_07889_141413,20161223, 39.4479445, 11.0962222
087A_08102_131312,20161223, 39.8769444, 8.9845555
087A_08308_141414,20161223, 40.2940556, 6.9302222
087D_07004_060904,20170305,-155.6430555, 19.8551111
088A_03925_131313,20190424, 5.9870000, 50.7571666
089D_03168_000914,20200804, 163.5087917, 58.2330000
089D_09264_040303,20200605, 150.3593333, -2.6500000
089D_09556_080911,20170305, 149.7419444, -5.5137778
089D_09934_140913,20170305, 148.9190556, -9.1993334
090D_05485_121414,20170305, 133.4766111, 35.1733333
090D_05651_051011,20190331, 133.0520000, 33.2922222
090D_05817_000008,20201009, 131.8131111, 31.8254444
090D_08876_130400,20170317, 126.8662222, 1.3465555
090D_09898_131213,20170305, 124.2805000, -8.9608889
090D_09997_000201,20200617, 123.6561667, -9.9525556
090D_10022_020407,20200605, 123.9346667, -10.2700556
091A_07457_120000,20200816, -60.9668889, 15.4411666
091A_12393_000007,20200331, -71.9250000, -33.9015556
091A_12595_081313,20200319, -72.1955000, -35.8040556
091A_12777_131313,20181219, -71.4785556, -37.7617778
091D_08678_131314,20200804, 102.2262778, 3.2032222
091D_08884_141313,20200804, 101.7981111, 1.1531666
091D_09086_131313,20170305, 101.3805000, -0.8763889
091D_09272_091105,20170305, 101.0009444, -2.6546667
092A_07524_171615,20200617, -84.7411667, 14.8171667
092A_07741_131013,20190506, -84.2783333, 12.5141666
092A_07777_161716,20200617, -84.2221111, 12.2347222
092A_07941_091203,20190506, -83.9520556, 11.1120000
092A_08036_141719,20200617, -83.6585000, 9.4855555
092A_08084_081213,20190506, -83.5618889, 9.0158333
092D_05115_151414,20160919, 84.9097739, 38.8332239
092D_05336_141514,20170604, 84.3510556, 36.6254444
092D_05554_141414,20210114, 83.8436667, 34.4440000
092D_05767_131414,20160919, 83.4067728, 32.2807217
092D_05981_121313,20160919, 82.9773892, 30.2052223
092D_05982_141513,20201028, 82.9923889, 30.0889444
092D_06191_141214,20160919, 82.5672214, 28.1188900
092D_06405_141415,20160919, 82.2595020, 26.5091676
092D_06628_151414,20200712, 81.7063333, 23.7112778
093A_04430_131313,20200120,-116.0586667, 45.6985555
093A_04628_131313,20200120,-115.5560000, 43.7147222
093D_05078_131313,20160919, 60.3290538, 39.2005006
093D_05277_131313,20160919, 59.8692202, 37.2122229
093D_05476_131313,20160919, 59.4284438, 35.2223337
093D_05675_131313,20160919, 58.9903878, 33.2314473
093D_05874_131313,20160919, 58.5498887, 31.2376671
093D_06074_131313,20160919, 58.1438321, 29.2450009
093D_06273_131313,20160919, 57.7323335, 27.2491120
093D_06417_040510,20160919, 57.3758868, 25.5273344
094A_02536_131313,20201010,-146.9125000, 64.6421667
094A_02732_131313,20200904,-146.1066666, 62.6788333
094A_02927_141212,20200904,-145.2982500, 60.6825000
094D_04913_101213,20160907, 36.0278313, 40.9575016
094D_05100_131313,20160907, 35.5506114, 38.9683340
094D_05288_130913,20160907, 35.1140534, 37.0087778
094D_05480_120210,20160907, 34.6989417, 35.1011684
095A_03649_040505,20200401,-167.5362778, 53.5125000
095D_04389_131313,20160907, 12.5791099, 46.0750575
095D_04589_131313,20160907, 12.0888321, 44.0906684
095D_04767_130707,20160907, 11.6116649, 42.1318893
096A_09625_110000,20191028, 155.4678333, -6.2408334
096A_13556_161717,20191227, 168.4459444, -45.5586111
096D_06193_040504,20190320, -16.1403889, 28.2126111
097A_04619_080807,20190501, 145.6831111, 43.7917778
097A_09049_091312,20200724, 130.2928889, -0.5211111
098A_09673_121312,20190507, 106.9652778, -6.6038889
098D_10484_131109,20190618, -74.6310555, -14.9730000
099A_04855_080909,20160907, 96.8845569, 41.3587775
099A_05018_131313,20160907, 97.2419393, 39.8132772
099A_05217_131313,20160907, 97.7246622, 37.8246690
099A_05416_131313,20160907, 98.1566096, 35.8364458
099A_05417_131313,20160907, 98.1649444, 35.8361111
099A_05615_131313,20160907, 98.6042183, 33.8455580
099A_05815_131313,20160907, 99.0360539, 31.8536664
099A_06014_131313,20160907, 99.4548901, 29.8597781
099A_06214_131313,20160907, 99.8508311, 27.8637797
099A_06414_131313,20160907, 100.2603883, 25.8660004
099A_07013_131313,20160919, 101.4428320, 19.8694455
099D_07183_130908,20200401, -92.1718889, 18.4091666
099D_07205_161211,20200401, -92.2222222, 18.1595000
099D_07357_131313,20170306, -92.5626111, 16.4120555
099D_07414_161310,20200401, -92.7371111, 15.7233889
099D_07499_070400,20190618, -92.5451111, 14.9105000
100A_04841_131313,20160907, 72.1763848, 41.5100559
100A_05036_121313,20200606, 72.6166111, 39.6337222
100A_05236_141313,20160919, 73.0902792, 37.6475004
100A_05438_131313,20160919, 73.5428852, 35.6266665
100A_05637_131313,20160919, 73.9274437, 33.6344471
100A_06036_131313,20160919, 74.6980022, 29.9778888
100D_04517_131313,20170306,-111.1575000, 44.8042778
100D_04716_131313,20170306,-111.6683889, 42.8175555
100D_04915_131313,20200114,-112.1329444, 40.8323889
100D_05113_131313,20170306,-112.5897222, 38.8419444
100D_05313_131313,20170306,-113.0265556, 36.8527222
100D_05711_131313,20190519,-113.8950556, 32.8695555
100D_05917_141413,20170411,-114.3292778, 30.8221666
101A_04411_111112,20191127, 46.3671667, 45.8753889
101A_04597_131313,20191127, 46.8484445, 44.0300000
101A_04798_131413,20191127, 47.3401111, 42.0151111
101A_04997_131413,20200314, 47.8065556, 40.0274444
101A_05193_131313,20191127, 48.2597222, 38.0677778
101A_05392_131313,20191127, 48.6998333, 36.0775555
101A_05600_141515,20191127, 49.1563333, 34.0040000
101A_05808_131313,20160907, 49.6016107, 31.9294998
101A_05977_060913,20160907, 50.0148306, 29.9358900
101A_06166_041107,20160907, 50.3341081, 28.3822791
101A_09463_131313,20190507, 32.4386667, -4.6330556
101A_10063_131313,20200531, 33.7996667, -10.6159444
101A_10261_131313,20200531, 34.2598333, -12.6109445
101D_03363_131313,20170312,-132.6044444, 56.3450555
101D_03524_080800,20170312,-132.5335555, 54.7548889
102A_04177_131313,20160907, 21.1082204, 48.2336105
102A_04971_141314,20160907, 23.0792755, 40.2927782
102A_05176_131313,20160907, 23.5521645, 38.2496668
102A_05391_131616,20160907, 24.0420539, 36.0096678
102D_02544_131313,20201004,-154.0636667, 64.5355000
102D_02741_131313,20200501,-154.9592528, 62.5720541
102D_02937_131313,20200501,-155.7727027, 60.6050972
102D_03135_131313,20170312,-156.4988333, 58.6343333
102D_03311_000303,20200724,-157.8820000, 56.8731666
102D_03323_121113,20170312,-157.1843333, 56.6623333
102D_03341_121118,20201028,-157.3065555, 56.2518333
102D_03465_000006,20200501,-159.0451667, 55.3489444
103A_07010_121313,20190507, 2.6941111, 19.8919444
103D_03792_030102,20170306, 176.6882778, 52.0901667
104D_09523_131313,20200724, 139.4734445, -5.2412222
105A_10422_131313,20200730, -64.1053333, -14.2242778
105A_10622_131313,20200730, -63.6076667, -16.2115556
105A_10820_131313,20200730, -63.1128889, -18.2008889
105A_11019_131313,20200730, -62.6086667, -20.1891667
105D_06687_131008,20191127, 120.6416667, 23.0554444
105D_07423_130000,20200724, 119.9461111, 15.7608333
105D_08392_111313,20200805, 117.2140000, 6.1234444
105D_08586_131313,20200724, 116.8098889, 4.1230555
105D_09782_131111,20170306, 114.2687778, -7.7531111
106A_09048_000909,20201210, -91.5055000, -0.4693333
106A_09090_000404,20200731, -91.2960000, -0.8853334
106D_03814_131313,20170312, 102.5911667, 51.8363333
106D_04012_131313,20201103, 102.0153333, 49.8576111
106D_05049_131313,20160919, 99.4418866, 39.4907789
106D_05248_131313,20160919, 98.9873870, 37.5018352
106D_05447_131313,20160919, 98.5233343, 35.5133905
106D_05646_131313,20160919, 98.0893350, 33.5233343
106D_05845_131313,20160919, 97.6587193, 31.5295010
106D_06244_131313,20160907, 96.8630555, 27.5326678
106D_06445_131313,20160907, 96.4781073, 25.5375574
106D_06644_131313,20160907, 96.0690534, 23.5405565
106D_06844_131313,20160907, 95.6625020, 21.5433342
107A_06930_130000,20190502, -97.0079444, 20.7184444
107A_07051_231204,20200613, -96.0526111, 19.9665555
107A_07124_101204,20190502, -95.8509444, 18.9981111
107A_07287_131313,20200402, -95.4839444, 17.1351111
107A_07298_151315,20200613, -95.4563333, 16.9976111
107A_09015_000505,20201029, -91.3660000, -0.1363889
107A_09018_000205,20201017, -91.3660000, -0.1363889
107D_04890_131313,20160920, 75.1059993, 41.0800548
107D_05092_141313,20160920, 74.6335565, 39.0710556
107D_05486_131313,20160908, 73.7747189, 35.1100584
107D_05686_131313,20160908, 73.3652793, 33.1138911
107D_05886_131313,20160908, 72.9533344, 31.1204439
107D_06085_131313,20160908, 72.5338843, 29.1272791
107D_06286_131313,20160908, 72.1336685, 27.2160572
107D_06498_131413,20161002, 71.6833326, 24.9997796
108A_03087_131313,20190508,-130.3263889, 58.8915000
108A_03285_131313,20190508,-129.6241111, 57.1545555
108A_03483_131313,20190508,-128.9749444, 55.1796666
108D_05237_030413,20161201, 49.7868333, 38.1355555
108D_05387_141313,20170211, 49.3262778, 36.0941111
108D_05585_121313,20160920, 48.8989969, 34.1595566
108D_05781_131313,20160920, 48.4605000, 32.1630018
109D_04925_131313,20160908, 25.6893319, 40.7211136
109D_05155_171613,20160908, 25.1684980, 38.4588892
109D_05390_141615,20160908, 24.6334985, 36.0510017
110A_03818_040303,20190830,-177.3162778, 51.8193333
111A_03605_131313,20200115, 157.3378889, 53.9523889
111A_03775_131006,20190508, 157.9297222, 51.9741111
111A_09704_121313,20200701, 146.1310000, -7.0612222
111D_02489_111313,20170406, -15.9676389, 65.0543611
112A_05300_030808,20190514, 136.9661111, 37.0119444
112A_05454_131213,20171027, 137.3080556, 35.4373333
112A_09051_071616,20201023, 119.9948889, -0.4226111
112A_09265_131311,20200109, 120.4751111, -2.6693889
112A_09831_050508,20190508, 121.6932222, -8.2137222
112D_10392_131313,20200725, -59.9545556, -13.9311111
112D_10590_131313,20200731, -60.4977222, -15.9072222
112D_10788_131313,20200731, -60.9920556, -17.8962222
112D_10987_131313,20200731, -61.4970555, -19.8846667
112D_11185_131313,20200731, -62.0229444, -21.8693334
112D_11383_131313,20200731, -62.5587222, -23.8528334
112D_11977_131313,20200719, -64.2807222, -29.7872222
112D_12174_131313,20200731, -64.9162778, -31.7557222
112D_12370_131313,20190830, -65.5622222, -33.7245556
112D_12567_131313,20200731, -66.2373889, -35.6890556
112D_12763_131313,20200731, -66.9552222, -37.6470556
112D_12958_131313,20200731, -67.7009444, -39.6022222
112D_13153_131313,20170301, -68.5041111, -41.5491667
112D_13347_131313,20200731, -69.3384444, -43.4926667
112D_13540_131313,20200731, -70.2338333, -45.4280000
112D_13733_131313,20200731, -71.1970556, -47.3542222
112D_13925_131313,20200731, -72.2241667, -49.2731111
113A_05672_131313,20201017, 113.0771667, 33.2886111
113A_05871_131313,20201017, 113.4972778, 31.2951666
113A_06070_131313,20201017, 113.9209445, 29.3018333
113D_08140_101412,20170307, -79.7427778, 8.5155000
114A_04598_131313,20160908, 85.9381667, 44.0226662
114A_04994_131313,20160908, 86.8897800, 40.0482789
114A_05193_131313,20160908, 87.3648291, 38.0643342
114A_05391_131313,20160908, 87.8493291, 36.0767221
114A_05591_131313,20160908, 88.2831620, 34.0866659
114A_05790_131313,20160908, 88.7170025, 32.0941681
114A_05990_131313,20160908, 89.1297199, 30.1020563
114A_06191_131313,20160908, 89.5368908, 28.0998345
114A_06391_131313,20200315, 89.9185000, 26.1033333
114A_06590_131313,20160920, 90.2905549, 24.1023900
114A_06765_080913,20160920, 90.6222212, 22.4925004
114D_07092_131313,20170307,-102.3355000, 19.0622222
115A_05011_131313,20160920, 62.2227753, 39.8921131
115A_05210_131313,20160920, 62.6792195, 37.9033885
115A_05409_131313,20160920, 63.1363312, 35.9145577
115A_05608_131313,20160920, 63.5798316, 33.9235584
115A_05807_131313,20160920, 64.0009991, 31.9315568
115A_06007_131313,20160920, 64.4232200, 29.9367780
115A_06206_131313,20160920, 64.8387767, 27.9433346
115A_06395_111113,20160920, 65.2307754, 26.0295007
115D_03809_131313,20170301,-119.5939444, 51.8972222
115D_04208_141313,20170301,-120.6725555, 47.9087222
115D_04601_131313,20170307,-121.6494444, 43.9611111
115D_04800_131313,20170307,-122.1400555, 41.9758333
115D_04999_131313,20170307,-122.6060000, 39.9857222
116A_04861_050200,20160908, 36.7134425, 41.5035571
116A_04961_171411,20200613, 37.4052778, 40.5649444
116A_04978_131311,20160908, 37.4700527, 40.2650004
116A_05167_121313,20160908, 37.9172767, 38.3317241
116A_05367_141313,20160908, 38.3604992, 36.3380571
116A_05582_141515,20160908, 38.8260546, 34.1846132
116A_07393_131313,20190514, 42.5578333, 16.0786666
116A_07590_121313,20190502, 42.9593333, 14.0800555
116A_07783_141305,20190502, 43.3411667, 12.1631666
117A_04664_131312,20160908, 12.0534984, 43.3959471
117A_04827_031113,20160908, 12.5137207, 41.4093326
117D_03705_010404,20200911,-168.6961111, 52.8602222
118A_02381_080510,20200601, -20.3612296, 66.2784731
118D_02678_131313,20200315, 170.3424759, 63.2019865
118D_02874_131313,20200315, 169.5176349, 61.2352191
118D_12767_121313,20200725, 144.9161111, -37.6932222
119D_05226_070704,20190731, 138.1455556, 37.7862778
119D_05226_130704,20201011, 138.2706111, 38.2821111
119D_05372_141313,20170307, 137.8240556, 36.2660000
119D_05525_040809,20170903, 137.4362778, 34.6057778
119D_09037_151011,20200725, 130.3077778, -0.1534445
119D_09370_100707,20170319, 129.5607222, -3.6801667
