frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time
135D_06019_131313,20160921.0000,101.4199,29.7959,-169.6638,13.9836,2.3296,33.8936,879014.9018,23:13:04.541549
135D_06218_131313,20160921.0000,101.0232,27.8007,-169.5767,13.9893,2.3296,33.9539,879014.9018,23:13:37.642172
135D_06418_131313,20160921.0000,100.6226,25.8040,-169.4886,13.9922,2.3296,33.9806,879014.9018,23:14:10.742796
135D_06618_131313,20160909.0000,100.0305,22.8908,-169.3563,14.0029,2.3296,33.8768,877793.2130,23:14:58.568036
135D_08570_121708,20170308.0000,96.2383,4.0337,-168.3058,14.0375,2.3296,33.8927,877779.5684,23:20:07.415215
136A_07130_040508,20200410.0000,-91.7203,18.8750,-10.8398,14.0102,2.3296,39.7386,878643.0038,0:15:42.771952
136A_07227_161720,20200615.0000,-91.4983,17.8798,-10.8817,14.0203,2.3296,39.6594,877727.3787,0:14:47.996025
136A_07268_131313,20200410.0000,-91.3703,17.3248,-10.9075,14.0160,2.3296,39.7468,878643.0038,0:15:16.979860
136A_07496_151719,20200627.0000,-90.8982,14.8796,-11.0425,14.0191,2.3296,39.6691,877727.3787,0:13:58.960931
136A_07522_091613,20181223.0000,-90.8986,14.8811,-11.0429,14.0190,2.3296,39.6665,877727.3787,0:13:49.881127
136D_04045_131213,20161016.0000,81.3446,49.4978,-169.9248,13.9284,2.3296,33.6131,881027.6436,0:46:21.308980
136D_04051_131413,20201025.0000,81.3435,49.4462,-169.9155,13.9278,2.3296,39.3966,881028.7010,0:46:05.447361
136D_04445_131313,20201013.0000,80.3254,45.5321,-169.9661,13.9437,2.3296,39.3619,879619.4823,0:47:10.844968
136D_04845_141313,20201025.0000,79.3272,41.5393,-169.9706,13.9521,2.3296,39.4559,879619.4823,0:48:17.365318
136D_05250_131414,20160922.0000,78.4054,37.4767,-169.8947,13.9628,2.3296,33.7797,879408.7642,0:49:41.553199
136D_05396_202020,20210622.0000,78.0672,36.0127,-169.8691,13.9618,2.3296,39.5831,879619.4823,0:49:50.070912
136D_05454_131313,20160922.0000,77.9377,35.4339,-169.8534,13.9726,2.3296,33.8180,879408.7642,0:50:15.559296
136D_05654_131313,20160922.0000,77.4970,33.4414,-169.7993,13.9769,2.3296,33.8548,879409.9290,0:50:48.657862
136D_05854_131313,20160922.0000,77.0889,31.4418,-169.7224,13.9817,2.3296,33.9234,879409.9290,0:51:21.756431
136D_06053_131313,20160922.0000,76.6919,29.4466,-169.6376,13.9801,2.3296,33.9548,879409.9290,0:51:54.856025
137A_03844_131313,20190504.0000,-123.8119,51.5648,-10.1653,13.9320,2.3296,39.2515,879799.8569,2:02:44.105546
137A_04036_121213,20190504.0000,-123.2581,49.5847,-10.1027,13.9352,2.3296,39.3010,879799.8569,2:02:11.008006
137A_04234_141413,20190504.0000,-122.7414,47.6862,-10.0583,13.9387,2.3296,39.3483,879799.8569,2:01:39.285634
137A_04439_131313,20190504.0000,-122.2041,45.6204,-10.0334,13.9469,2.3296,39.3992,879799.8569,2:01:04.806760
137A_04637_131313,20190504.0000,-121.7161,43.6346,-10.0343,13.9517,2.3296,39.4474,879799.8569,2:00:31.707164
137A_04835_131313,20190504.0000,-121.2301,41.6497,-10.0409,13.9548,2.3296,39.4945,879801.0217,1:59:58.608596
137A_05034_131313,20190504.0000,-120.7707,39.6612,-10.0701,13.9612,2.3296,39.5401,879801.0217,1:59:25.512085
137A_05266_171717,20210324.0000,-120.2546,37.3391,-10.1229,13.9667,2.3296,39.5392,879272.3184,1:59:39.331367
137A_05534_131822,20210324.0000,-119.6101,34.3812,-10.2023,13.9698,2.3296,39.6002,879272.3184,1:58:50.163488
137D_04960_131313,20181229.0000,54.4247,40.3854,-169.9205,13.9513,2.3296,39.4206,879060.1618,2:27:48.640185
137D_05134_121305,20181229.0000,53.9695,38.4268,-169.8916,13.9549,2.3296,39.4641,879060.1618,2:28:21.257751
137D_05365_151309,20200410.0000,53.5137,36.4678,-169.8612,13.9631,2.3296,39.5114,879061.3266,2:28:58.991568
137D_05562_131313,20161203.0000,53.0511,34.3658,-169.8045,13.9680,2.3296,33.7971,879232.8823,2:29:17.367881
137D_05761_131313,20160922.0000,52.6213,32.3736,-169.7432,13.9708,2.3296,33.8355,879232.8823,2:29:50.923541
137D_05960_131313,20160922.0000,52.2064,30.3816,-169.6706,13.9802,2.3296,33.9018,879232.8823,2:30:24.021080
137D_06141_131108,20160922.0000,51.7991,28.4666,-169.6013,13.9843,2.3296,33.9320,879234.0471,2:30:55.737286
138D_04232_131313,20160910.0000,31.5265,47.6530,-169.9254,13.9325,2.3296,33.5422,880056.3825,4:04:20.620124
138D_04954_131111,20160910.0000,29.7652,40.5412,-169.9290,13.9503,2.3296,33.7586,880056.3825,4:06:19.225722
138D_05142_131313,20160910.0000,29.2973,38.5527,-169.9034,13.9557,2.3296,33.7997,880054.0529,4:06:52.330456
138D_05325_090914,20160910.0000,28.8342,36.4789,-169.8568,13.9640,2.3296,33.8784,880054.0529,4:07:26.808302
138D_05466_000001,20160910.0000,27.6027,35.3167,-170.3872,13.9086,2.3296,43.9125,931024.8745,4:07:48.455365
138D_07465_131313,20170303.0000,24.4707,15.3308,-168.9718,14.0132,2.3296,33.8963,877793.1057,4:12:32.101968
138D_07665_131313,20170303.0000,24.0667,13.3317,-168.8628,14.0207,2.3296,33.9038,877793.1057,4:13:05.199507
139A_10820_011312,20201218.0000,177.5946,-18.2916,-13.5500,14.0650,2.3296,39.3502,880519.1334,6:40:32.799691
139D_04017_131313,20190422.0000,7.4109,49.7905,-169.8820,13.9292,2.3296,39.3389,880554.6350,5:41:58.626313
139D_04415_131313,20160910.0000,6.3294,45.8263,-169.9723,13.9401,2.3296,33.7685,881072.0715,5:43:35.721846
139D_04602_121211,20160910.0000,5.8756,43.9538,-169.9669,13.9432,2.3296,33.8120,881072.0715,5:44:06.954996
139D_05409_131313,20201025.0000,4.0086,35.8899,-169.8456,13.9614,2.3296,39.6560,880555.7997,5:46:05.087995
139D_06007_131313,20210222.0000,2.7277,29.9132,-169.6539,13.9774,2.3296,39.7678,880554.6350,5:47:40.614365
140A_03184_101313,20190510.0000,160.0334,58.2449,-10.6032,13.9169,2.3296,39.2726,881782.0889,7:01:31.323505
140A_03370_131312,20190510.0000,160.7302,56.2734,-10.4044,13.9198,2.3296,39.3202,881782.0889,7:00:58.220825
140A_09839_010402,20200609.0000,150.5256,-8.4081,-12.6106,14.0567,2.3296,39.4871,878740.0135,8:21:57.078149
140A_09956_121704,20200609.0000,150.7863,-8.9023,-12.6796,14.0588,2.3296,39.4576,878740.0135,8:21:39.149586
140A_09975_111403,20190510.0000,150.8343,-9.1223,-12.7004,14.0588,2.3296,39.4516,878740.0135,8:21:27.046420
140D_SM_FOGO_S4,20180127.0000,-24.4358,14.9433,0.0000,0.0000,2.3300,0.0000,0.0000,0
141A_04773_020709,20190516.0000,139.8251,42.4398,-10.0451,13.9506,2.3296,39.4415,879505.6666,8:35:10.483283
141A_04925_131313,20190516.0000,140.2139,40.7563,-10.0679,13.9582,2.3296,39.4807,879506.8314,8:34:42.441384
141A_05118_131311,20190504.0000,140.6759,38.7683,-10.0961,13.9627,2.3296,39.5252,879505.6666,8:34:08.862680
141A_05337_160700,20190504.0000,140.7665,36.4440,-10.4013,13.9656,2.3296,36.9403,852711.0445,8:33:31.143222
141D_10399_131313,20200727.0000,-55.8643,-14.0028,-166.8937,14.0608,2.3296,39.3612,879285.6302,9:18:00.007223
141D_10598_131313,20200727.0000,-56.3453,-15.9938,-166.6992,14.0633,2.3296,39.2933,879285.6302,9:18:33.107846
141D_10797_131313,20200727.0000,-56.8388,-17.9832,-166.4938,14.0635,2.3296,39.2215,879285.6302,9:19:06.207441
141D_10995_131313,20200727.0000,-57.3453,-19.9710,-166.2767,14.0645,2.3296,39.1459,879285.6302,9:19:39.302926
141D_11392_131313,20200721.0000,-58.4554,-23.9276,-165.7773,14.0663,2.3296,39.2948,882571.3703,9:20:03.038308
141D_11590_131313,20200721.0000,-59.0111,-25.9084,-165.5141,14.0667,2.3296,39.2104,882571.3703,9:20:36.134820
141D_13900_131313,20200808.0000,-68.0232,-49.0144,-160.1062,14.0628,2.3296,38.4232,885846.3428,9:27:50.841619
142A_07215_001012,20190504.0000,120.7634,17.8821,-10.7732,13.9947,2.3296,41.7083,900901.8638,10:07:05.647314
142A_07411_111313,20190504.0000,120.7482,15.9469,-10.9923,14.0170,2.3296,39.6548,877663.3157,10:06:34.812942
142A_07606_131313,20190504.0000,121.1491,13.9480,-11.1007,14.0231,2.3296,39.6583,877663.3157,10:06:01.718485
142A_07985_081013,20200907.0000,121.9549,9.9497,-11.3297,14.0292,2.3296,39.6542,877665.6453,10:05:08.981165
142A_08247_060909,20200802.0000,122.4176,7.6720,-11.4659,14.0321,2.3296,39.6399,877665.6453,10:04:29.392225
142A_08911_060608,20201130.0000,123.8112,0.9536,-11.9031,14.0452,2.3296,39.6001,878045.8632,10:02:40.211305
142A_09168_080913,20210324.0000,99.6852,-1.7002,-12.0874,14.0468,2.3296,39.5334,877900.2063,11:41:19.713949
142D_07082_121413,20210324.0000,-73.5091,19.1425,-169.1724,14.0053,2.3296,39.6665,877824.4956,10:47:34.763896
142D_08542_131313,20170303.0000,-76.4624,4.5640,-168.3392,14.0384,2.3296,33.9089,877814.0717,10:50:28.531899
142D_08746_141313,20170303.0000,-76.8752,2.5376,-168.2062,14.0443,2.3296,33.8690,877814.0717,10:51:02.037467
142D_08947_131313_orig,20170619.0000,,,-168.0690,14.0469,2.3296,33.9116,878228.7338,10:51:40.388633
142D_09147_131313_orig,20161203.0000,,,-167.9276,14.0470,2.3296,33.8439,878162.9477,10:52:54.151029
142D_09148_131313,20201206.0000,-77.7481,-1.4828,-167.9274,14.0470,2.3296,39.5621,877982.2403,10:53:19.089265
142D_09732_131308,20200814.0000,-79.0519,-7.4742,-167.4674,14.0573,2.3296,39.4522,878228.7338,10:54:15.351734
143A_04868_040505,20160910.0000,90.7517,41.2219,-10.0489,13.9547,2.3296,33.6154,878890.1039,11:52:49.264955
143A_04999_131313,20160910.0000,91.0231,40.0077,-10.0724,13.9596,2.3296,33.6546,878890.1039,11:52:28.993059
143A_05218_171611,20160910.0000,91.5512,37.7446,-10.1057,13.9742,2.3296,33.7338,878890.1039,11:51:51.280795
143A_05225_171616,20201019.0000,91.5503,37.7407,-10.1059,13.9707,2.3296,39.4820,879080.2960,11:52:17.107282
143A_05452_131313,20160910.0000,92.0861,35.4817,-10.1417,13.9779,2.3296,33.7712,878890.1039,11:51:13.628142
143A_05651_131313,20160910.0000,92.5212,33.4909,-10.1989,13.9841,2.3296,33.8409,878890.1039,11:50:40.534713
143A_05850_131313,20160910.0000,92.9518,31.4989,-10.2628,13.9884,2.3296,33.8746,878890.1039,11:50:07.436146
143A_06050_131313,20160910.0000,93.3505,29.5062,-10.3465,13.9926,2.3296,33.9076,878890.1039,11:49:34.336550
143A_06250_131313,20201206.0000,93.7499,27.5048,-10.4341,13.9897,2.3296,39.6698,879080.2960,11:49:26.082676
143A_06450_131313,20160922.0000,94.1175,25.5046,-10.5371,13.9985,2.3296,33.8637,877986.2338,11:48:28.577692
143A_06650_131313,20160922.0000,94.5275,23.5082,-10.6238,14.0012,2.3296,33.8833,877986.2338,11:47:55.475014
143A_06849_131313,20160922.0000,94.9477,21.5102,-10.7109,14.0043,2.3296,33.9001,877986.2338,11:47:22.371308
143A_08674_131308,20190110.0000,98.6146,3.4069,-11.7365,14.0409,2.3296,39.6145,877900.2063,11:42:32.867129
143A_08863_141313,20190510.0000,99.0354,1.3782,-11.8721,14.0447,2.3296,39.5884,877900.2063,11:41:59.984207
143D_06933_131313,20170309.0000,-97.8941,20.6572,-169.2483,14.0022,2.3296,33.8995,877945.7992,12:25:28.912072
143D_07132_131313,20170309.0000,-98.3014,18.6638,-169.1512,14.0087,2.3296,33.9141,877943.4697,12:26:02.013723
143D_07197_212120,20200615.0000,-98.4359,17.9961,-169.1192,14.0118,2.3296,39.6569,877759.8262,12:25:54.689947
144A_04689_111111,20200808.0000,65.5773,43.1067,-10.0598,13.9509,2.3296,39.3510,878943.3510,13:32:28.727175
144A_04872_131313,20200820.0000,66.0196,41.2867,-10.0680,13.9550,2.3296,39.3946,878943.3510,13:31:58.998197
144A_05070_131313,20160922.0000,66.4776,39.2986,-10.0993,13.9584,2.3296,33.6802,878941.0214,13:31:02.368770
144A_05269_131313,20160922.0000,66.9293,37.3131,-10.1364,13.9698,2.3296,33.7590,878941.0214,13:30:29.271230
144A_05476_141414,20160922.0000,67.3985,35.2405,-10.1813,13.9744,2.3296,33.7961,878941.0214,13:29:54.793384
144A_05684_131313,20160922.0000,67.8689,33.1644,-10.2303,13.9810,2.3296,33.8651,878941.0214,13:29:20.317594
144A_05883_131313,20160922.0000,68.2830,31.1722,-10.3025,13.9821,2.3296,33.8966,878941.0214,13:28:47.224165
144A_06083_131313,20160922.0000,68.7010,29.1759,-10.3763,13.9848,2.3296,33.9261,878941.0214,13:28:14.126625
144A_06282_131313,20160922.0000,69.0992,27.1810,-10.4628,13.9886,2.3296,33.9547,878941.0214,13:27:41.028059
144A_11114_000304,20190311.0000,55.6095,-21.1420,-14.1659,14.0621,2.3296,41.2807,903577.1404,14:53:12.045580
144A_SM_REUN_S6,20170725.0000,55.7031,-21.0957,-14.2017,4.1101,3.1948,43.3373,928631.4095,14:52:23.102223
144D_04504_131313,20200105.0000,-117.2937,44.9388,-169.9531,13.9399,2.3296,39.3565,879497.2876,13:57:50.928534
144D_04702_131313,20170309.0000,-117.7915,42.9542,-169.9588,13.9469,2.3296,33.6281,879496.1228,13:58:03.292404
144D_05102_121313,20170309.0000,-118.7319,38.9509,-169.9119,13.9601,2.3296,33.7562,879496.1228,13:59:09.961290
144D_05298_131313,20170321.0000,-119.1751,36.9909,-169.8714,13.9640,2.3296,33.7990,879497.2876,13:59:42.803705
144D_05501_131413,20201007.0000,-119.6245,34.9448,-169.8169,13.9671,2.3296,39.5862,879496.1228,14:00:45.778244
145A_04550_131313,20160910.0000,40.6185,44.3084,-10.0440,13.9488,2.3296,33.6378,879358.5122,15:11:10.015723
145A_04722_031313,20160910.0000,41.0453,42.5136,-10.0565,13.9526,2.3296,33.6806,879358.5122,15:10:40.081684
145A_04956_121313,20160910.0000,41.5336,40.4758,-10.0727,13.9597,2.3296,33.7222,879358.5122,15:10:06.095117
145A_05152_131313,20160910.0000,42.0060,38.4854,-10.0956,13.9646,2.3296,33.8018,879358.5122,15:09:32.992438
145A_05351_131313,20160910.0000,42.4400,36.4954,-10.1468,13.9682,2.3296,33.8394,879358.5122,15:08:59.887703
145A_05550_131313,20160910.0000,42.8694,34.5037,-10.2044,13.9719,2.3296,33.8774,879358.5122,15:08:26.792220
145A_05749_131313,20160910.0000,43.3019,32.5111,-10.2636,13.9757,2.3296,33.9152,879358.5122,15:07:53.693652
145A_05949_131313,20160910.0000,43.5460,31.4325,-10.2926,13.9757,2.3296,33.9152,879358.5122,15:07:35.767146
145A_SM_MARI_S3,20180109.0000,37.7506,-46.8772,0.0000,0.0000,2.3300,0.0000,0.0000,0
145D_03015_131311,20200814.0000,-137.5615,59.7965,-169.2269,13.9101,2.3296,39.2364,881860.1883,15:31:51.433071
146A_04445_131313,20160910.0000,15.6261,45.5620,-10.0431,13.9441,2.3296,33.7271,880230.1012,16:50:15.471833
146A_04653_161313,20160910.0000,16.1543,43.3541,-10.0544,13.9515,2.3296,33.8129,880228.9364,16:49:38.650653
146A_04898_121606,20160910.0000,16.6661,41.2293,-10.0676,13.9558,2.3296,33.8542,880228.9364,16:49:03.252945
146A_05052_130703,20160910.0000,17.1679,39.1021,-10.0928,13.9590,2.3296,33.8946,880230.1012,16:48:27.828516
146D_12613_231107,20191130.0000,174.0005,-37.2499,-163.6454,14.0677,2.3296,38.9692,885435.3415,17:38:08.501375
146D_13118_091000,20201031.0000,172.7385,-41.2288,-162.9088,14.0666,2.3296,36.1513,859326.7754,17:39:21.298532
146D_13302_151610,20200621.0000,171.5099,-42.9329,-162.1036,14.0684,2.3296,38.6836,885433.0119,17:39:46.811131
146D_13495_001212,20191130.0000,170.0480,-44.9377,-161.0924,14.0711,2.3296,40.6705,908196.3293,17:40:21.374590
146D_13630_000707,20191130.0000,169.3939,-46.3037,-160.6449,14.0701,2.3296,40.6087,908196.3293,17:40:44.822321
147A_02373_060402,20200603.0000,-16.2433,66.3098,-12.0338,13.8996,2.3296,39.0942,881789.9686,18:34:26.703528
147A_02466_191712,20201224.0000,-15.8295,65.2555,-11.8768,13.9015,2.3296,39.1054,881789.9686,18:34:13.160119
147A_02488_131211,20170402.0000,-15.6082,65.0470,-11.7187,13.9016,2.3296,39.1703,882341.6830,18:34:23.858905
147D_02713_131114,20200317.0000,174.3154,62.8858,-168.7570,13.9012,2.3296,39.2515,882554.6716,18:49:02.874685
148D_04631_101009,20190907.0000,143.6308,43.6816,-169.9688,13.9476,2.3296,39.4659,879866.0240,20:33:11.044161
148D_09352_071009,20210312.0000,133.6843,-3.5802,-167.7707,14.0497,2.3296,39.6756,879402.2747,20:46:18.270380
149A_09039_131313,20210716.0000,-73.3722,-0.3930,-11.9951,14.0465,2.3296,39.7599,880080.5691,23:12:17.175660
149A_09838_131313,20200721.0000,-71.6342,-8.3824,-12.6060,14.0564,2.3296,39.5872,880080.5691,23:09:59.113933
149A_10037_131313,20200721.0000,-71.1793,-10.3768,-12.7762,14.0608,2.3296,39.5319,880080.5691,23:09:26.015365
149A_10236_131313,20201001.0000,-70.6918,-12.3638,-12.9613,14.0653,2.3296,39.4885,880235.4850,23:08:56.266946
149A_10634_131313,20190504.0000,-69.7402,-16.3474,-13.3463,14.0672,2.3296,39.3396,880080.5691,23:07:36.041720
149A_10834_131313,20190504.0000,-69.2438,-18.3362,-13.5549,14.0684,2.3296,39.2675,880080.5691,23:07:02.940069
149A_11032_131313,20190504.0000,-68.7358,-20.3236,-13.7751,14.0689,2.3296,39.1918,880080.5691,23:06:29.844585
149A_11230_131313,20190504.0000,-68.2069,-22.3077,-14.0115,14.0743,2.3296,39.1127,880080.5691,23:05:56.741906
149A_11428_131313,20190504.0000,-67.6537,-24.2876,-14.2668,14.0753,2.3296,39.0304,880080.5691,23:05:23.647450
149A_11626_131313,20200721.0000,-67.1029,-26.2703,-14.5283,14.0737,2.3296,38.9451,880080.5691,23:05:01.224769
149A_12023_131313,20201001.0000,-65.9333,-30.2250,-15.1110,14.0684,2.3296,38.7853,880235.4850,23:03:58.368531
149A_12220_131313,20201001.0000,-65.3132,-32.1971,-15.4353,14.0696,2.3296,38.6934,880235.4850,23:03:25.269963
149D_09700_081210,20170309.0000,108.2842,-6.9244,-167.5134,14.0544,2.3296,33.8083,878753.9909,22:25:33.039579
150A_06876_121812,20200808.0000,-77.7960,21.2324,-10.7224,14.0035,2.3296,39.7268,878814.2266,23:18:52.657336
150A_07182_050605,20200808.0000,-77.1713,18.1834,-10.8723,14.0104,2.3296,39.7477,878811.8971,23:18:02.118401
150A_08373_131313,20190504.0000,-74.7374,6.2752,-11.5470,14.0384,2.3296,39.8458,880080.5691,23:13:51.161217
150A_08574_131313,20190504.0000,-74.3300,4.2753,-11.6761,14.0419,2.3296,39.8260,880080.5691,23:13:18.064706
150A_08774_131313,20200814.0000,-73.9208,2.2747,-11.8107,14.0422,2.3296,39.8012,880080.5691,23:12:57.184159
150A_08958_111111,20200814.0000,-73.5488,0.4398,-11.9372,14.0444,2.3296,39.7742,880080.5691,23:12:26.839009
150D_03718_131313,20170303.0000,96.6954,52.7986,-169.7953,13.9244,2.3296,33.5888,881257.8300,23:47:04.092344
150D_04313_131313,20161016.0000,95.0374,46.8553,-169.9741,13.9388,2.3296,33.6607,880561.3983,23:49:29.434819
150D_04511_131313,20161016.0000,94.5354,44.8697,-169.9850,13.9420,2.3296,33.7052,880561.3983,23:50:02.537497
150D_04908_131313,20200528.0000,93.6107,40.8958,-169.9392,13.9512,2.3296,39.4190,878939.8567,23:51:27.319819
150D_05107_131313,20160922.0000,93.1366,38.9083,-169.9153,13.9558,2.3296,33.6394,878915.2299,23:51:22.66662
150D_05306_131313,20200820.0000,92.6678,36.9218,-169.8913,13.9653,2.3296,39.5070,878939.8567,23:52:38.355057
150D_05505_131313,20160922.0000,92.2183,34.9333,-169.8439,13.9735,2.3296,33.7653,878914.0651,23:52:47.914647
150D_05704_131313,20160922.0000,91.7874,32.9411,-169.7830,13.9777,2.3296,33.8020,878914.0651,23:53:21.016297
150D_05903_131313,20160922.0000,91.3605,30.9487,-169.7161,13.9849,2.3296,33.8702,878915.2299,23:53:54.111781
150D_06103_131313,20201230.0000,90.9632,28.9513,-169.6308,13.9881,2.3296,39.6509,878942.1862,23:54:50.549148
150D_06303_131313,20160910.0000,90.5662,26.9538,-169.5421,13.9912,2.3296,33.8351,878075.4227,23:54:59.858222
150D_06503_131313,20160910.0000,90.1902,24.9528,-169.4412,13.9930,2.3296,33.8628,878075.4227,23:55:32.958844
150D_06703_131313,20160910.0000,89.7848,22.9558,-169.3515,13.9954,2.3296,33.8863,878075.4227,23:56:06.062551
150D_06725_151616,20201031.0000,89.7252,22.7081,-169.3451,13.9944,2.3296,39.7335,878942.1862,23:56:36.051501
150D_06823_020404,20160910.0000,89.5244,21.7089,-169.2954,13.9989,2.3296,33.9058,878075.4227,23:56:26.739391
151A_07013_131313,20190511.0000,-102.2029,19.8882,-10.7864,14.0090,2.3296,39.6767,877977.9139,0:57:03.094130
151A_07185_061013,20210418.0000,-101.8051,17.8884,-10.8883,14.0111,2.3296,39.6887,877977.9139,0:56:41.479114
151D_04248_131313,20160929.0000,70.5275,47.5042,-169.9635,13.9329,2.3296,33.7550,881505.5956,1:27:21.202331
151D_05241_131313,20160911.0000,68.1656,37.5683,-169.8827,13.9633,2.3296,33.7081,879111.5787,1:30:48.155427
151D_05440_131313,20160911.0000,67.7146,35.5781,-169.8396,13.9668,2.3296,33.7854,879111.5787,1:31:21.251939
151D_05639_131313,20160911.0000,67.2704,33.5891,-169.7895,13.9743,2.3296,33.8218,879111.5787,1:31:54.347424
151D_05838_131313,20160911.0000,66.8544,31.5953,-169.7186,13.9767,2.3296,33.8565,879112.7435,1:32:27.445991
151D_06038_131313,20160911.0000,66.4309,29.5989,-169.6480,13.9829,2.3296,33.9204,879112.7435,1:33:00.539420
151D_06237_131313,20160911.0000,66.0341,27.6046,-169.5614,13.9867,2.3296,33.9492,879111.5787,1:33:33.637987
151D_06412_110910,20160911.0000,65.6685,25.8337,-169.4879,13.9899,2.3296,33.9757,879111.5787,1:34:03.015998
151D_11112_000300,20190312.0000,55.4710,-21.1216,-166.1268,14.0602,2.3296,38.9023,877412.3320,1:47:11.557083
151D_SM_REUN_S4,20180203.0000,55.6133,-21.1506,-166.1856,4.1459,2.6624,37.6880,865011.4713,1:46:23.138505
152D_04762_131313,20160911.0000,44.5811,42.3602,-169.9583,13.9452,2.3296,33.7081,880063.2047,3:08:12.981746
152D_04960_131313,20160911.0000,44.1142,40.3744,-169.9362,13.9563,2.3296,33.7918,880063.2047,3:08:46.080314
152D_05067_000400,20200722.0000,43.7873,39.3157,-169.9761,13.9303,2.3296,39.1367,875690.5119,3:08:44.305621
152D_05159_131313,20160911.0000,43.6537,38.3889,-169.9058,13.9591,2.3296,33.8321,880063.2047,3:09:19.178882
152D_05358_131313,20160911.0000,43.2021,36.3954,-169.8644,13.9639,2.3296,33.8713,880063.2047,3:09:52.276420
152D_05558_131313,20160911.0000,42.7787,34.4037,-169.8025,13.9678,2.3296,33.9453,880063.2047,3:10:25.373961
152D_05757_131313,20160911.0000,42.3501,32.4122,-169.7407,13.9715,2.3296,33.9800,880063.2047,3:10:58.469445
152D_07341_061113,20161216.0000,39.1777,16.8254,-169.0511,14.0112,2.3296,33.8892,877716.3374,3:15:16.278254
152D_07515_131313,20161216.0000,38.7742,14.8318,-168.9458,14.0146,2.3296,33.8964,877716.3374,3:15:49.375794
152D_07715_131313,20161216.0000,38.3511,12.8310,-168.8398,14.0219,2.3296,33.8995,877716.3374,3:16:22.475389
152D_07915_131313,20161216.0000,37.9387,10.8338,-168.7266,14.0278,2.3296,33.8956,877715.1726,3:16:55.571901
152D_08115_131313,20161216.0000,37.5430,8.8328,-168.6064,14.0307,2.3296,33.8887,877716.3374,3:17:28.673552
152D_08315_131313,20161216.0000,37.1454,6.8337,-168.4829,14.0344,2.3296,33.8784,877716.3374,3:18:01.773147
152D_08715_131313,20161204.0000,36.3164,2.8336,-168.2255,14.0387,2.3296,33.9532,878409.3821,3:19:08.476302
152D_08884_060600,20200722.0000,36.3148,1.1565,-168.1168,14.0430,2.3296,36.9830,851564.5671,3:19:15.504207
152D_08915_131313,20161204.0000,35.8936,0.8384,-168.0899,14.0452,2.3296,33.9011,878409.3821,3:19:41.574870
152D_09114_131313,20170121.0000,35.4728,-1.1631,-167.9484,14.0493,2.3296,33.7971,877958.6119,3:20:11.893572
152D_09315_131313,20161204.0000,35.0469,-3.1609,-167.8034,14.0494,2.3296,33.8385,878409.3821,3:20:47.764811
152D_09913_131313,20170214.0000,33.7204,-9.1506,-167.3281,14.0574,2.3296,33.6734,878452.9782,3:22:23.794236
152D_10113_131313,20200529.0000,33.2505,-11.1411,-167.1522,14.0581,2.3296,39.4517,879583.8142,3:23:19.413904
153A_02705_081011,20200523.0000,-162.7590,63.0183,-11.2769,13.9034,2.3296,39.2176,882248.5595,4:25:56.627076
153A_02872_131213,20200429.0000,-162.0241,61.2706,-10.9836,13.9090,2.3296,39.2566,882250.8891,4:25:25.996282
153A_03052_110913,20200429.0000,-161.2726,59.3302,-10.7211,13.9119,2.3296,39.3014,882250.8891,4:24:53.380771
153A_03412_061209,20191125.0000,-160.0596,55.8796,-10.3763,13.9177,2.3296,39.3743,882248.5595,4:23:57.018929
153D_04498_131313,20160911.0000,20.5443,44.9956,-169.9600,13.9387,2.3296,33.6596,880311.4695,4:46:13.625002
153D_04699_131413,20160911.0000,20.0438,42.9574,-169.9573,13.9469,2.3296,33.7462,880311.4695,4:46:47.616708
153D_04877_091102,20160911.0000,19.6058,41.1378,-169.9448,13.9511,2.3296,33.7884,880311.4695,4:47:17.955691
153D_05028_130306,20160911.0000,19.2432,39.5922,-169.9253,13.9545,2.3296,33.8298,880311.4695,4:47:43.654256
153D_05041_150306,20200610.0000,19.2086,39.4277,-169.9218,13.9553,2.3296,39.5596,880236.9235,4:48:06.288507
153D_05176_020000,20160911.0000,19.8684,38.2248,-169.3191,13.9567,2.3296,33.8701,825938.3277,4:48:04.361930
153D_06939_131313,20170304.0000,15.2441,20.5908,-169.2405,14.0049,2.3296,33.8733,877835.0378,4:52:13.590652
153D_09072_131313,20210313.0000,10.8894,-0.7322,-167.9805,14.0447,2.3296,39.5901,878332.0074,4:59:14.011362
154A_02618_131313,20200318.0000,172.1900,63.8234,-11.4374,13.9034,2.3296,39.2123,882479.7927,6:05:34.032023
154A_02795_131108,20200318.0000,173.0533,61.8583,-11.4374,13.9063,2.3296,39.2555,882479.7927,6:05:00.936538
154A_03799_000003,20200728.0000,177.7263,52.0199,-9.1419,13.8582,2.3296,43.6669,931719.0840,6:02:20.242613
154A_12568_000018,20191125.0000,173.5192,-35.6907,-16.7657,14.0699,2.3296,43.2622,934597.4836,7:15:58.930819
154A_13050_121723,20191125.0000,174.2182,-40.0401,-17.1321,14.0673,2.3296,38.7592,884546.8390,7:14:49.024432
155A_09160_040200,20200716.0000,138.3824,-1.5353,-12.0571,14.0479,2.3296,36.9793,851738.3932,9:05:02.783791
155A_09265_161410,20200610.0000,138.9551,-2.5510,-12.1505,14.0523,2.3296,39.5909,878486.4241,9:04:43.860457
