,count,opass,centroid_lon,centroid_lat,VEL_N_noTI,VEL_E_noTI,RMSE_VEL_N_noTI,RMSE_VEL_E_noTI,VEL_N_noT,VEL_E_noT,RMSE_VEL_N_noT,RMSE_VEL_E_noT,ITRF_N,ITRF_E,ITRF_RMSE_E,ITRF_RMSE_N
22,4,"['A', 'D', 'D', 'D']",45.43369999999999,34.2049,17.816368737856713,107.91095561691668,1.3337211494694057,7.446098565119978,22.57931977861869,85.29172191192922,1.2619623466957888,7.044056632970639,28.2876,24.7636,0.5774576463545472,0.27743287476433
23,2,"['A', 'D']",45.43369999999999,36.4549,21.01744005097352,54.64118674119484,1.1941389896122756,6.695086399963011,24.138133593632837,39.74745935012549,1.163541705952735,6.522602409921586,17.002,25.6168,1.9945461472057584,9.24407377729105
24,4,"['A', 'A', 'D', 'D']",45.43369999999999,38.7049,14.605673418561013,56.77160637219176,0.8417096286982951,4.752179050375106,16.843685831579798,52.40272656473228,0.8136778149359921,4.593829081528918,9.6852,27.0356,0.0930537479094743,0.168896417960832
25,3,"['A', 'D', 'A']",45.43369999999999,40.9549,7.423651242351087,56.17839770664956,0.9448705311396104,5.328854043343092,9.756524433984334,53.312698829807005,0.9158935074335676,5.165047740514576,9.684,26.844,0.1038829469483157,0.1688934575405456
26,3,"['D', 'A', 'A']",47.68369999999999,31.9549,17.197698636351916,49.86459908699599,1.4113871892049117,7.816768474885638,20.04793508239053,39.20074047348908,1.34842381546025,7.467369864640622,28.2952,27.022800000000004,0.560598787012601,4.044354212973933
27,2,"['D', 'A']",47.68369999999999,36.4549,17.36604072295446,45.47774228795096,2.905973864644911,16.288960439520572,20.03095514251607,37.76364699811516,2.8915275600558177,16.20838501890244,9.159999999999998,27.3912,0.0773153714772599,0.1732050807568879
28,2,"['D', 'A']",47.68369999999999,38.7049,11.844435727833256,85.71297050356335,2.115662503420135,11.908962238517558,14.047523697616054,79.74925904710727,2.075825770653217,11.68459634512629,9.159999999999998,27.2608,0.0863095205254514,0.1732050807568879
29,2,"['D', 'A']",47.68369999999999,40.9549,7.476049180979528,74.07288400491417,1.6266510133739098,9.183538829413116,8.483887225422249,72.47709977773776,1.556131806234317,8.785034161855302,9.1596,27.0788,0.0989663242387699,0.173792980295523
30,2,"['D', 'A']",47.68369999999999,43.2049,7.909816867834492,26.75217323056721,2.0253658549423648,11.4421924129691,9.315612605285937,23.917362390930027,1.9830137476071616,11.202323757130998,9.158,26.865600000000004,0.110078759682935,0.1761154924095739
31,3,"['A', 'D', 'D']",49.93369999999999,31.9549,20.34058690000074,39.52756268840691,1.111770829096514,6.161709805507174,22.146830723943054,30.30085842979746,1.0195843538935965,5.651289481783533,12.771600000000005,27.75,0.1442220510185601,8.620668322893147
32,2,"['A', 'D']",49.93369999999999,34.2049,17.62726228320052,29.97463656531496,1.293984499043418,7.223096825020384,19.566537050930712,22.6541780410447,1.2536996036755983,6.998060833256613,8.597199999999999,27.685600000000004,0.0631849138112359,0.1792930561957155
33,2,"['A', 'D']",49.93369999999999,36.4549,19.555544931041997,17.724835791250786,1.46207762446477,8.198889680245061,21.166027686835864,13.358732062437712,1.410546998170093,7.909919438434626,8.596,27.6012,0.0720138875495556,0.177552809045647
34,3,"['D', 'A', 'A']",49.93369999999999,38.7049,11.648679609192254,91.3734751639336,1.0788556577054127,6.069511735486432,14.173278535675674,82.6644256948872,1.0654576732196446,5.994335063826952,8.596,27.4808,0.0817475789651692,0.177552809045647
35,2,"['A', 'D']",52.18369999999999,27.4549,22.891231856760257,26.50837673471617,2.542507019181323,13.84664702040426,24.04449491401402,22.541310458674328,2.2119221604703183,12.044114722287931,22.4056,30.0504,1.722022744720096,11.11171569410713
36,4,"['A', 'A', 'D', 'A']",52.18369999999999,29.7049,20.54844799523721,46.944930749276864,1.2340330781415243,6.7728076577887775,24.46195050934104,26.03981341560054,1.1932986820971812,6.548766247807905,8.928,27.9692,0.4609764997625514,4.466366905364285
37,3,"['A', 'D', 'D']",52.18369999999999,31.9549,15.322465840125028,39.91679041038138,1.114208572646368,6.180296502411499,18.46451968320615,26.80129183317085,1.0004450445569055,5.549323233015142,8.046,27.8904,0.0527162214123889,0.1833257574192274
38,4,"['A', 'A', 'D', 'D']",54.43369999999999,27.4549,19.107606592086967,23.1045556977541,1.3919518232144827,7.559349309252113,22.695409989710065,3.988862821470516,1.2848418895918912,6.977117516896051,10.3,28.485599999999994,1.4273987996819018,7.900455155664556
39,3,"['D', 'A', 'D']",54.43369999999999,29.7049,15.169981917176507,34.22087413793749,1.2338650290614814,6.778226255345532,19.771309580412844,10.77395156804512,1.2296064880466708,6.75490175339634,7.46,28.0268,0.0492205918967524,0.1876388374866282
40,3,"['A', 'A', 'D']",54.43369999999999,31.9549,13.134344066234634,40.16723580601778,1.7940696480103084,9.933259329773398,17.23587612671083,25.55080474290104,1.7689786423648286,9.79358848496063,7.4588,28.053600000000003,0.048638119481192,0.1859283015932036
41,2,"['A', 'D']",54.43369999999999,34.2049,9.473947301805191,70.33670019330889,1.539871093282092,8.573724389281393,13.263503133971112,53.53680747678701,1.4813504169450464,8.24855899075612,7.4572,28.0356,0.0547783412186484,0.1841991675695992
42,2,"['A', 'D']",56.68369999999999,25.2049,18.65788866583192,29.326869560005296,2.440007421917599,13.171064731505574,25.838347810502068,-9.27173351165886,2.737531001343811,14.781726485819249,28.998800000000003,33.0696,1.9374693115849173,8.387605597944306
43,4,"['A', 'A', 'A', 'D']",56.68369999999999,27.4549,18.8056886904452,40.41530064051342,1.7891450206112398,9.735108068590003,21.353471091023305,27.12059661309973,1.7663573361012277,9.609764756989913,6.882000000000001,28.086,0.0506622805119022,0.1905474569059722
44,2,"['A', 'D']",56.68369999999999,29.7049,17.115865040960355,38.49747989432052,1.4979660724410662,8.21995863885481,19.101959549425217,26.8629794862657,1.326158431594079,7.275978828799556,6.8804,28.1628,0.0464147964913489,0.1882259280758098
45,3,"['A', 'A', 'D']",56.68369999999999,31.9549,13.397035622756828,40.82145609489124,1.4515055101916512,8.029672349458354,17.84533939019799,17.02278049873834,1.4080852058571642,7.787022396350962,6.88,28.1972,0.0443959457608465,0.1876388374866282
46,2,"['A', 'D']",56.68369999999999,34.2049,11.277516421114168,46.19939237628084,1.438383269621054,8.018648488947859,15.373272246479807,29.972002156344235,1.3811864167666912,7.70044034888474,6.878800000000001,28.187600000000003,0.0498564606311627,0.1893920096871387
47,2,"['D', 'A']",56.68369999999999,36.4549,2.9977774354610007,8.849309848130172,4.3815954673253925,24.54989939931202,5.073664792995234,-5.512632727615099,4.363883628494643,24.45067057943077,6.878000000000001,28.1352,0.0559106429939775,0.1905474569059719
48,2,"['D', 'A']",56.68369999999999,38.7049,1.0285331195472764,27.96276504097445,3.628272190151441,20.38568374143084,2.164634100523223,17.026507517084234,3.585773990430972,20.14701479060929,6.878000000000001,28.0424,0.0654650033733037,0.1905474569059719
49,2,"['D', 'A']",56.68369999999999,40.9549,-1.7313880296509998,0.0939521566785354,5.976531042873287,33.65404033101434,-0.9715484725038224,-7.84032818396075,5.948180529905384,33.494405321472534,6.8776,27.9012,0.0759012516365842,0.1908376273170464
50,3,"['A', 'D', 'D']",58.93369999999999,25.2049,20.561388358567065,37.70226521969943,1.5913157870482604,8.591463953562037,26.17903136763927,7.24443035168249,1.6990861115138602,9.174089822249432,24.1944,32.4176,3.012717875938601,12.585978335698288
51,2,"['D', 'A']",58.93369999999999,27.4549,15.508723450761057,35.768290394512654,2.267651796889165,12.375184683159892,14.182874237699188,44.89756491966277,2.127360369427633,11.606981801884205,6.2688,28.206,0.0499165971062403,0.1943004546229028
52,2,"['D', 'A']",58.93369999999999,29.7049,14.068903296750754,24.68816137522708,2.072539282000829,11.40438981100741,13.236433938359973,30.2381138186287,1.888091248828122,10.387676751489977,6.268,28.290800000000004,0.044433470867504,0.1948717526990508
53,3,"['A', 'A', 'D']",58.93369999999999,31.9549,12.838848086908705,57.973800151931165,1.1135897776603698,6.1604528000845376,16.959059554850967,37.0736527609567,1.071490615931647,5.927769219014474,6.268,28.3344,0.0424342628858644,0.1948717526990508
54,2,"['A', 'D']",58.93369999999999,34.2049,12.028004392751736,61.44027988330121,1.3492267661662387,7.51963976301025,15.273741810903132,45.762737341648055,1.3241454429696902,7.380567937013336,6.2672,28.3348,0.0447325384926898,0.1937248908461
55,3,"['A', 'D', 'D']",58.93369999999999,36.4549,2.331192895459236,41.2338787588647,3.155783071786074,17.67496123402974,4.12318020922702,29.04008325104506,3.108826613758338,17.412218480372534,6.265999999999999,28.291200000000003,0.0514230817175838,0.1919852424884094
56,2,"['A', 'D']",58.93369999999999,38.7049,14.76403944016946,82.43881667538076,2.585727520960947,14.539695380212155,17.00105676474312,77.45190147436587,2.4868531984979256,13.983470063683836,6.265999999999999,28.2052,0.0601470420441991,0.1919852424884094
57,5,"['D', 'D', 'A', 'A', 'A']",61.18369999999999,25.2049,12.908457532233903,48.21583542942799,1.2408976588880032,6.69457666470837,16.103360662176243,30.33020596489206,1.2551233031677227,6.771465069823476,19.9688,31.7732,3.4909964193622427,14.05173397366555
58,2,"['D', 'A']",61.18369999999999,27.4549,5.86832777561998,23.26460255220332,3.118030869989583,16.950984025905832,12.067474577259537,-9.4101996402235,3.3176919703325303,18.038566043494875,5.674,28.3112,0.0496084670192496,0.1977582699492825
59,2,"['D', 'A']",61.18369999999999,29.7049,5.740222620854895,55.119491352565326,1.4997574319097144,8.227596694954949,12.445063844274566,21.810786382973006,1.398618891355182,7.672116725985196,5.6732000000000005,28.4036,0.0421188793773053,0.196611291639112
60,3,"['D', 'A', 'D']",61.18369999999999,31.9549,8.74879105599317,35.71724121958555,1.2687159994489652,7.026818483487777,13.804939662267406,13.480599606677762,1.1759063070904472,6.513374977334284,5.672000000000001,28.4564,0.0383927076409046,0.1948717526990507
61,3,"['A', 'A', 'D']",61.18369999999999,34.2049,6.399974702585547,38.5537918444973,1.1918767964945436,6.648620875124256,9.692069481231728,22.380123480065244,1.1723021090201733,6.539946234399076,5.671600000000001,28.4628,0.0401580211995892,0.1951640335717623
62,2,"['A', 'D']",61.18369999999999,36.4549,8.4288076256309,39.60769635220521,1.584359192350939,8.87030186855776,10.850024259922828,29.664590690794597,1.5236658931179856,8.530842539200377,5.670000000000001,28.426,0.047258156262526,0.196320316489829
63,2,"['A', 'D']",61.18369999999999,38.7049,3.984090123946834,56.23903710839,1.5752330543884625,8.84757745910597,6.103325675096046,50.397945477767706,1.5098247535581517,8.480435140879234,5.670000000000001,28.347600000000003,0.0544120084785213,0.196320316489829
64,3,"['A', 'D', 'D']",63.43369999999999,25.2049,11.624946858526265,63.917021583038654,1.6709974578306792,9.01349326081305,19.21455087863914,24.19844314740657,2.084595715402348,11.244628070699038,19.9956,32.1288,3.757333185474329,14.63025776715275
