frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time,s1AorB,slope_plates_vel_azi_itrf2014,slope_daz_mm_mmyear,daz_mm_RMSE_selection,daz_mm_count_selection,intercept_daz_mm_mmyear,daz_mm_RMSE_mmy_full,daz_mm_notide_RMSE_selection,daz_mm_notide_count_selection,slope_daz_mm_notide_mmyear,intercept_daz_mm_notide_mmyear,daz_mm_notide_RMSE_mmy_full,daz_mm_notide_noiono_grad_RMSE_selection,daz_mm_notide_noiono_grad_count_selection,slope_daz_mm_notide_noiono_grad_mmyear,intercept_daz_mm_notide_noiono_grad_mmyear,daz_mm_notide_noiono_grad_RMSE_mmy_full
041A_04983_131313,20160903,88.9305,40.1691,-10.0682,13.959,2.3296,33.7388,879407.2667,12:00:45.094081,A,-7.269112340384949,-5.54042807725709,14.38781481499684,64,-37.17354117071032,1.747070129084899,15.215582819823425,69,-6.203444802195836,-75.34121494475104,1.5452635628191111,15.505478101755314,69,-10.61516761050656,-68.07226000482207,1.586952631793826
041A_05185_121216,20160903,89.4488,37.9368,-10.1026,13.9736,2.3296,33.8174,879407.2667,12:00:07.855624,A,-7.440203083040672,-3.595959483657348,18.82815149465614,62,-51.40506580111875,2.2868725291989827,12.895629857539408,57,-4.008166214666645,-103.58259933203274,1.8828739628508608,19.637423455149914,66,-10.274407045244354,-91.31130788461309,2.143926214669769
041A_05206_161616,20201024,89.4459,37.9321,-10.1051,13.9726,2.3296,39.4768,879080.296,12:00:34.045842,A,-7.441425136061043,-1.1622633453059084,16.14423023647909,51,61.06340247245575,3.729042839963889,15.970361103988864,52,-1.5695665199164606,99.0228051577572,3.429932370446554,18.849422223801717,52,-7.305924054922596,120.70328173129369,3.679943769188303
041A_05430_131313,20160903,89.9928,35.7009,-10.128,13.9773,2.3296,33.8544,879407.2667,11:59:30.622305,A,-7.599368660527022,-41.26322610354004,24.1658342957594,57,-41.88778985775073,5.515055845155044,21.989549004950184,55,-42.26338974721485,-259.9021175539384,5.464000683727501,25.59933035235007,56,-51.88203615048884,-234.87418045848943,5.871857301695186
041A_05629_131313,20160903,90.4287,33.7101,-10.1846,13.9816,2.3296,33.8898,879407.2667,11:58:57.530932,A,-7.76542914211986,6.632514681730777,17.73837779004405,62,-45.00178830861789,2.0719732501312595,16.887208288837993,63,6.7653786772685205,-51.331320890142,1.9940862919847715,15.593660359091364,60,-5.073382236291613,-21.15644632114483,2.2063708057523104
041A_05829_131313,20160903,90.8561,31.7181,-10.2501,13.9888,2.3296,33.9567,879407.2667,11:58:24.430309,A,-7.902027526137971,5.972174044720894,25.086362398248006,75,0.81742746316527,2.7268758991017985,24.55669153171137,77,5.650366308536613,50.76178599765946,2.645265289261844,23.848836198909,72,-8.64323797940359,80.30999850500588,2.4401954402427126
041A_06028_131313,20160903,91.2756,29.7249,-10.3236,13.9928,2.3296,33.9892,879407.2667,11:57:51.330714,A,-8.036326443753415,12.621207176633296,28.4674848153622,66,171.894878417167,3.842749323165216,23.818193398603785,64,11.340626250603805,415.09400710932096,3.896461251362406,22.50308457525231,67,-3.157056011320443,437.09078414041306,3.4559219599910924
041A_06228_131313,20201211,91.6506,27.7225,-10.4236,13.9908,2.3296,39.6663,879080.296,11:57:43.261047,A,-1.008340841228349,-2.20442912272989,25.55325749914019,24,69.9359509207604,17.58199585917406,20.76099270627032,22,-3.86590016388019,131.71010846225118,18.988580070118005,18.815254289526525,21,1.7583028807133878,104.3808257560625,16.872555465980515
041A_06428_131313,20160915,92.0177,25.7208,-10.5264,13.9934,2.3296,33.8459,877979.5779,11:56:45.647253,A,27.51948294627326,18.112368480013654,41.93467252160629,67,23.601193584196157,4.998649912831909,40.07529544073336,63,18.569336857771955,134.27603875158405,4.980689871455711,35.34030533170973,63,11.659258528883283,111.55476259652146,4.381012703122108
041A_06828_131313,20160915,92.8328,21.7289,-10.7047,14.0043,2.3296,33.902,877978.4131,11:55:39.464506,A,27.10236002966308,22.11324688052717,37.23145539670709,40,220.67796413198224,7.175399214505248,33.89318395455609,39,21.880020634950903,530.3259625058931,6.856532558071039,37.85860949168514,43,20.69184005282183,502.73046177027584,6.264966000719242
041A_08485_100804,20190503,96.1544,5.3449,-11.6096,14.0382,2.3296,39.6236,877768.7525,11:51:19.290273,A,-9.296640324991182,-22.743266626159624,24.32213220885986,91,0.6779642869928324,2.727153517465953,26.875256583894817,95,-23.4832012694217,-93.693050609352,2.6876454512358614,31.155018117085373,93,-30.46363364906342,-94.05790406615527,3.0017343110761483
041D_07070_131313,20170302,-100.2392,19.2724,-169.1823,14.0075,2.3296,33.9142,877997.0496,12:34:05.389750,A,6.141928155830146,-4.339604604672418,31.40331996284419,19,45.96292974197206,39.9265185574278,36.01745362855996,19,-4.324908960923388,113.4928891045961,42.47897576626859,36.1512067668791,19,-4.263734556363213,111.3909096609178,42.37206494021345
042A_04938_131313,20160915,64.1133,40.6181,-10.0806,13.9567,2.3296,33.6719,878974.6337,13:39:37.813837,A,-0.1794189324651657,-5.287926302799641,18.458140074839783,59,38.198321579301776,4.947114369313009,17.912250578773495,63,-5.8418121172570725,65.93091181513971,4.73963255211052,20.142322427073463,62,-7.513830357712585,64.87447711685328,4.839194040218697
042A_05137_131313,20160915,64.5714,38.6297,-10.1116,13.9606,2.3296,33.7124,878973.4689,13:39:04.704992,A,-0.3512961280909182,-0.0554322821360525,16.947642785190716,70,15.105282998227704,1.87186479508496,13.576171979425002,66,0.1903970018475938,32.46877286068736,1.6539463037618702,17.09002208469067,73,-3.80013286145935,41.783253444507785,1.7686780235237876
042A_05336_131313,20160915,65.0335,36.6417,-10.1445,13.9721,2.3296,33.7894,878974.6337,13:38:31.604369,A,-0.5179969359031779,-1.717279628089875,24.21585963268779,47,25.32875244211549,2.151271501171182,19.469289219014897,48,-1.5101818517214602,53.94524343634633,1.8902108819399344,18.826692948190157,46,-7.396752628963771,72.60070284113314,2.0685254514646805
042A_05535_131313,20160915,65.4839,34.6528,-10.1888,13.9761,2.3296,33.8254,878976.9633,13:37:58.499635,A,-0.6629306661821296,5.091373416703997,19.263188002640888,67,12.015605001717834,2.123261165419334,17.876532438672097,68,4.675927321112229,54.94357096748733,1.8646117837250664,17.586624401620632,67,-3.1445009054536763,77.03763648723115,2.060641273504064
042A_05734_131313,20160915,65.9217,32.6601,-10.245,13.978,2.3296,33.8596,878976.9633,13:37:25.401068,A,-0.8294664631467268,-5.121915636249721,18.47878957149077,56,78.14264108073473,4.406208179966499,18.40096527426519,59,-3.582061776855315,130.99320503006035,4.06930609697674,17.963075134920288,56,-4.040449268193814,111.33002695742132,4.690495923303059
042A_05933_131313,20160915,66.3222,30.6658,-10.3253,13.9862,2.3296,33.9221,878976.9633,13:36:52.299416,A,11.22944674990934,3.527088879687041,19.32031181922473,53,145.05529222682816,4.727096887235534,16.22552107274596,50,3.431158513857989,318.29786070252254,4.45333994993105,14.55960203873656,45,4.293077213365324,284.16395987786586,4.8501592757308245
042A_06133_131313,20160915,66.7402,28.6714,-10.3994,13.9893,2.3296,33.9501,878976.9633,13:36:19.199821,A,20.91728184369147,17.622266768385106,20.151084320304317,56,185.51376085481712,4.715020689881859,20.141005519145043,57,19.24375080753872,447.9413725043032,4.530728513227618,18.49803276491401,54,11.993912084173664,447.9011629998997,3.971197510125738
042A_06333_131313,20160915,67.1583,26.6743,-10.4775,13.9912,2.3296,33.9772,878976.9633,13:35:46.103309,A,22.89680939121562,26.879568754911368,27.58023656382589,72,387.56222443386514,3.441817135449868,22.937166181594,65,28.28181669222213,892.4451612130449,3.278583122247802,22.918994237083957,63,13.603556953761888,921.5076537200448,3.352332165163449
042A_06518_081313,20160915,67.5603,24.6787,-10.5662,13.9943,2.3296,34.0025,878974.6337,13:35:13.003714,A,25.93932113664177,29.56440801771909,29.911688717057967,57,508.0139679677652,6.067965426615606,29.65082122477864,59,29.443390079373824,1156.643523041002,5.973600115759636,33.906237219619136,59,27.1250063928366,1121.1173122460452,6.1442683981246216
043A_04559_030813,20160903,38.6134,43.9989,-10.0605,13.9469,2.3296,33.5982,879150.5156,15:19:18.245096,A,6.578586916887015,8.002988561813032,22.35543950611548,65,27.423955652308948,6.37585030832729,19.100279879592087,64,7.352379108177994,112.28505195121248,5.805996949793911,21.02515889783737,63,8.447829489255225,95.46260124562376,6.205089446782904
043A_04910_040302,20160903,39.3897,40.9357,-10.0532,13.9572,2.3296,33.6836,879150.5156,15:18:27.156299,A,6.332995783803321,2.217845691776749,28.9907325380176,111,30.3455463074241,3.2845957076256487,27.578996123581653,110,1.7620668013955578,84.55010267971153,3.23057885142501,28.10857272064569,111,-2.1468847458489178,93.73390125993537,3.3575865528290976
043A_05008_161514,20200614,39.6066,39.9414,-10.0745,13.9599,2.3296,39.4947,879557.0242,15:18:31.130856,A,7.56191071049811,16.909607839201534,21.221365307664367,117,-128.77155856838573,1.9085610116600755,15.610991013815545,106,16.227987719741908,-205.2623081346767,1.6753048057527715,17.395514704847116,105,13.308353415873412,-202.30861135870768,1.8654629696445133
043A_05026_131313,20160903,39.6497,39.7499,-10.0795,13.9598,2.3296,33.7246,879150.5156,15:18:07.436320,A,8.833682614433068,19.89516709029425,25.183972147842557,61,-18.009353963745397,8.450221905713148,23.1805342154195,62,19.612884156757065,80.15991775340137,7.9162311423492495,27.908682365740503,65,20.450823460249897,61.0681336124463,8.456298293082575
043A_05421_141313,20160903,40.5272,35.7957,-10.17,13.9703,2.3296,33.8396,879150.5156,15:17:01.654407,A,21.96424309601631,19.522782701962083,23.11201542502114,125,19.16861226895212,2.842163460103834,20.05211677559221,123,19.232437361202454,132.76329869889162,2.763644714660295,24.07643431093316,130,13.093235827175672,147.4951131754258,2.8798602490150187
043A_05623_131313,20160903,40.9683,33.7792,-10.2254,13.9744,2.3296,33.8747,879150.5156,15:16:28.140618,A,21.80880039096468,14.197348236176175,21.003350264131655,52,53.51764690908422,3.7285607123454687,16.477674891758113,50,14.807500656577645,186.2899790978379,3.4793436357493603,18.4555287695642,52,14.11741927309422,170.59400937596394,3.936278786157242
043A_05822_131313,20160903,41.4007,31.7871,-10.2859,13.9821,2.3296,33.9394,879150.5156,15:15:55.043077,A,21.65451550915179,25.311657254777536,23.63097913608017,104,16.869626087121688,1.8715208283547249,16.674740968631642,93,24.32663199854196,152.9880202973282,1.836720357880005,20.538926336584325,94,14.091120019823336,184.1459408587453,1.8786423887089083
044A_04913_071213,20160903,14.7553,40.7026,-10.0584,13.9573,2.3296,33.9418,880600.5015,16:57:07.840401,A,11.063238371705111,9.900626386254718,28.82119327876628,53,10.307898647815165,17.818682165979776,27.79728877259562,53,11.589713915968629,75.8578150135539,17.618100422671457,24.453512823670337,50,9.016195058644731,78.87385104303172,17.756873402019878
044A_05129_010307,20160903,15.1616,38.9633,-10.083,13.9573,2.3296,33.9418,880600.5015,16:56:38.881724,A,6.573823641343624,-4.376179629733684,19.03192333010323,45,-216.45013180420787,14.175286076257349,19.786312963590817,45,-3.7153507099658514,-449.8623686507349,13.607633051368806,16.452743777679974,42,-3.350808606007258,-470.8800756072983,14.459373189867367
044D_03600_070805,20170513,-166.211,54.1394,-169.7192,13.9203,2.3296,33.5711,881342.4673,17:20:41.998189,A,21.478073379482694,20.100912421489525,22.427224249949557,56,-8.90780079860275,5.461549313490856,20.84893980397985,57,22.44103284173891,28.64195753441448,5.226506351110346,20.32634256262524,56,23.269031068405127,25.35341446985685,5.264802238923637
044D_13391_110904,20191229,169.0783,-43.7583,-161.8567,14.0683,2.3296,38.7318,886266.1633,17:48:11.793128,A,-33.601217460740465,-13.303668649225326,21.60361659858493,26,51.31217715299926,4.523516784959581,18.13527726626894,26,-14.021514437235586,41.726599246929474,3.868261682239359,18.208111704075783,27,-15.82410782869302,53.65112765476076,3.861083716430656
046D_04690_121308,20170302,141.4837,43.1832,-169.9463,13.9444,2.3296,33.6324,879531.0663,20:41:11.041821,A,10.73175913358972,14.469594733343104,27.16213998170919,89,11.781776011485476,3.999083449896563,25.665848525385265,87,15.890600988196676,94.58764461060252,3.9509835971568528,25.403082013734195,86,16.651350909915816,91.67693079002927,3.979063658427511
046D_04907_081313,20170302,140.9571,40.977,-169.9291,13.9515,2.3296,33.7263,879531.0663,20:41:47.793112,A,10.0368480086388,21.53547215795614,23.25667096948553,83,-28.509066574891747,4.71013380915102,16.89559284496135,79,23.46183558402065,39.26374778675134,4.546593563480857,17.344803172794435,80,24.162065839004644,35.69830087692466,4.558023653162261
046D_05096_121313,20170302,140.5065,39.0423,-169.9024,13.9555,2.3296,33.7682,879531.0663,20:42:20.003679,A,9.887358297461324,19.515511541408056,19.05294931818785,94,-13.812647174630795,2.405592815432345,18.30063016064648,97,20.54186093163772,71.05121361728769,2.277216702188213,18.515537838167766,98,21.19596531164036,66.402851060519,2.2689782502568505
046D_05292_131313,20170302,140.0474,37.0524,-169.8681,13.9592,2.3296,33.809,879528.7367,20:42:53.108414,A,9.755914471851108,7.142931595763417,15.7418511394915,83,8.93517786095001,1.859691117579357,15.366606117373909,89,7.767629942067034,66.47309253744098,1.659495173793097,16.006863532158444,90,8.893418021935583,56.22755105582706,1.659751729642194
046D_05469_071311,20170302,139.6138,35.0626,-169.8145,13.9668,2.3296,33.8865,879528.7367,20:43:26.213148,A,5.768683896140058,7.975644112770534,20.77985304343208,35,-3.3907867250920845,6.006481594511073,16.524386668876925,34,8.97329708958129,56.368013207331785,5.607038904870161,18.18562530583979,35,8.294120049825288,54.47247515432174,5.746422204116096
047A_10380_131313,20190509,-72.4088,-13.806,-13.0977,14.071,2.3296,39.3888,879661.2481,23:16:31.958491,B,11.078964022853794,6.300871412860309,26.16894764840585,21,-88.35386886998276,8.46766363047847,26.292774619775912,22,3.8504047572733735,-94.87742722978132,7.681265852451458,30.6786250551006,22,1.0956111533021191,-73.31437651555282,8.257198305093176
047A_10580_131313,20190509,-71.9303,-15.7977,-13.2919,14.0643,2.3296,39.3216,879661.2481,23:15:58.855812,B,11.080557891677978,-0.3143727186971341,35.218336912690084,38,-60.77767681002327,8.275546314316491,30.5186624723404,38,-2.268412496623516,-72.65494524887885,7.519218737384639,31.88387684790593,38,-0.622161695712851,-54.97555670477048,7.529483856569265
047A_11581_141313,20190509,-69.2527,-25.8003,-14.4848,14.0717,2.3296,39.1613,882138.9037,23:13:11.919476,B,11.084264331142965,-10.895943345325168,39.66868245471981,32,69.2496044713026,15.416129309964994,34.88777615720473,31,-10.479184253174653,105.0691989084256,15.360408437119574,39.00979982832615,33,-10.5733616203716,117.99613870589852,15.182444029566788
047A_11782_131313,20190509,-68.6666,-27.8018,-14.7724,14.0733,2.3296,39.0735,882138.9037,23:12:38.407741,B,11.08355580891944,-8.524056864508523,28.71620318882321,20,54.456402395461325,9.482923418284525,26.280768797499185,19,-9.410457853353853,93.1548907657034,9.53673140344408,16.718038074939727,18,-8.733803599688867,86.70212662545588,8.717350588273137
047D_09652_111009,20170302,106.3131,-6.5587,-167.5422,14.0533,2.3296,33.7911,878524.3627,22:33:40.456028,A,-5.540599867521618,-7.450033011756738,19.31757401570115,71,7.124646874066364,2.23050183674181,20.772380521823436,72,-5.175687692213577,-6.180447338289735,2.2185001215579025,18.80163191549325,68,-7.589096399156657,-0.876761775795142,2.2022984486943966
048D_04853_131313,20201211,91.7063,41.4482,-169.93,13.9491,2.3296,39.4,878939.8567,23:59:37.315555,A,-2.01581854435892,-3.145987928791018,21.97760416489125,101,23.32511664295053,1.7926927179118726,19.294650366707547,100,-3.121383147126135,32.16580349353741,1.5744891401680825,18.33754641729277,97,-2.6049880405770085,30.270488667451023,1.5620096292778174
048D_05250_131313,20201025,90.7381,37.4794,-169.9002,13.9642,2.3296,39.4906,878942.1862,0:00:44.672315,A,-2.319284234700874,-9.740520211475337,17.36932429265887,36,73.93257588513171,3.211058843435836,17.706493027644026,35,-9.701515106180638,100.32552244696484,2.991783431518688,17.80463855131957,35,-9.67841005573358,101.11127452310924,2.9747935107928747
048D_05449_131313,20201025,90.2839,35.4902,-169.8587,13.9709,2.3296,39.5323,878942.1862,0:01:17.774994,A,-2.489205323545185,-13.065184744321366,17.247144881920455,85,87.94528574288654,1.7470751136253488,14.739766001492518,83,-13.34929566164478,119.55190816391531,1.5388540291598007,14.880531169381449,83,-13.122869438728276,119.4410375025225,1.5281761673344176
048D_05651_141313,20201025,89.8382,33.4754,-169.8042,13.9803,2.3296,39.5721,878942.1862,0:01:51.287756,A,-2.630473558601784,-23.598978618576343,20.02976321225988,95,152.25204546217944,1.7268285782918509,17.456334334989158,93,-23.308297956755904,195.24509950998103,1.5504687273775628,17.23840279507068,91,-23.220731427012662,195.35407794580965,1.5570160689295518
048D_05853_131313,20160916,89.4095,31.4536,-169.7361,13.9821,2.3296,33.8463,878941.5207,0:01:59.176760,A,-2.798984803989173,-18.245624317268984,18.181832549367492,68,4.792103660955519,1.8050635159816213,17.299141672102515,69,-18.059675687769875,-92.7475009734438,1.5867479223935677,16.96575016700863,68,-18.19219706149911,-89.22229183132913,1.5878282420681402
048D_06052_131313,20191124,88.9913,29.4599,-169.6608,13.987,2.3296,39.6417,878942.1862,0:02:51.199764,A,-2.9369687374128204,-23.454292807267613,16.635732145473987,85,175.10475138416842,1.7471337133725078,16.593357988907265,83,-23.131534959563865,246.2226805663405,1.5818798630893975,16.0897499311336,82,-23.569760094688636,252.8262237570565,1.5480099936767815
048D_06252_131313,20160904,88.6058,27.4562,-169.5678,13.9944,2.3296,33.8231,878040.6457,0:03:04.854504,A,-18.758433772086963,-30.56844332170737,19.037465071568104,85,44.28972177941896,1.6382622246284957,18.63276275233817,85,-30.523923682638294,-43.35828839509984,1.5156945734649434,17.70656801842524,83,-31.806226835857203,-35.172614096769685,1.5258758754456485
048D_06453_131313,20160904,88.2392,25.4571,-169.4636,13.9907,2.3296,33.8515,878042.9753,0:03:37.953071,A,-42.39301159569748,-42.90160621641447,19.51776912062804,66,78.03063988382465,2.3694977353495426,22.33582980853409,66,-40.95730387891516,-43.53337164268618,2.5884962069758566,20.1101036663922,64,-42.34935518179765,-36.042594890652296,2.5116039356929543
049A_04537_131313,20190510,-109.6085,44.6252,-10.0279,13.9522,2.3296,39.4002,879586.5357,1:11:25.880498,B,-5.159665501754099,1.8785292040342012,20.47385223070348,18,-16.709149378263422,32.55794400908383,17.000480202839764,17,1.405894478538796,-34.00610126144646,30.948643219179942,20.047462364303247,18,1.5304916358467668,-40.713367665315296,30.882213320359988
049A_05532_131313,20190510,-107.3025,34.6848,-10.1761,13.9747,2.3296,39.6214,879587.7004,1:08:40.389717,B,-4.733573869365592,2.2024929061941654,14.866011270721051,16,-35.74649541550574,26.34711737257217,19.736638647224787,18,1.277020750247461,-54.9617637558581,27.28680389104248,24.04356838343895,19,1.6185761037763453,-68.71096169720232,27.84164596037055
049A_05731_131313,20190510,-106.8753,32.6922,-10.2388,13.9808,2.3296,39.6595,879587.7004,1:08:07.292176,B,-4.636689561210831,1.6006777241285297,15.898476283986362,17,-20.95804866364824,24.736443481414646,20.055452494203244,19,1.217779214475546,-23.975784844844547,22.563944904759197,23.997566762316268,21,1.5090296284750309,-38.51715247054395,23.27931843764284
049A_06715_141313,20190504,-104.8707,22.8779,-10.6432,14.004,2.3296,39.655,878003.0399,1:06:06.219055,A,-4.172131183127258,3.587777853891495,28.09447406447532,16,-28.822257730553112,40.75760125734655,26.0211073095905,15,2.718157175908307,-18.52028234638793,39.096413985110594,35.468707667532094,18,4.181271958774063,-51.18493015804958,39.51619747482502
049A_06918_131313,20190504,-104.4496,20.8275,-10.7381,14.0073,2.3296,39.6738,878003.0399,1:05:32.225293,A,-4.138455339839116,-3.197302600299221,32.469040320816625,50,48.36311012708855,23.969653173893622,22.802097703425456,46,-3.1328097402183213,86.15099014136092,23.87093011055441,30.319963244811884,49,0.9257642729921272,41.89460286633706,22.651590058628727
049A_07091_051113,20190504,-104.0464,18.8292,-10.8369,14.0073,2.3296,39.688,878003.0399,1:04:59.121587,A,-2.324873625531084,3.455085547116627,26.711740550352637,61,-11.52204754548636,16.155522794635658,29.127244409593303,64,2.8509787553271884,3.3255524497816467,15.55021081410139,29.541567756141067,65,6.409443317270192,-38.76997046384516,15.422104300371458
049D_05136_131313,20160904,66.3436,38.6204,-169.9071,13.9606,2.3296,33.7105,879111.5787,1:38:43.975662,A,-9.181165986808434,-10.113019201985953,21.162938366483765,65,29.622483345892316,2.0283442652682706,19.61601829744966,66,-9.347061936557385,6.229224186006572,1.817039862107008,19.86135765731972,66,-8.008214195201502,5.682770438845431,1.8575496767728783
049D_05335_131313,20160904,65.9075,36.6343,-169.8582,13.962,2.3296,33.7496,879111.5787,1:39:17.075257,A,-9.349157713518048,-18.81543406265149,23.29346778944515,60,75.87935095157731,2.523733718770392,17.158286883602024,58,-17.842738864617132,54.01907977949772,2.007453376246718,18.12896787470128,60,-16.684685041547247,54.67555657651579,2.038083353246708
049D_05534_131313,20160904,65.4411,34.6437,-169.8227,13.9671,2.3296,33.7874,879111.5787,1:39:50.176908,A,-9.47612761301956,-10.919658267211732,21.187675875641357,57,40.14594669822399,4.566699840192611,16.390581245110607,55,-12.279748227640336,27.926392227299367,3.7609137009758022,15.965717793824846,54,-12.257083704060284,34.00124098401705,3.793608773769425
049D_05733_131313,20160904,65.0253,32.6501,-169.7539,13.9762,2.3296,33.8581,879111.5787,1:40:23.281643,A,-9.620838354651829,-11.946766283101656,21.531287616430223,55,51.269150831285486,4.545325918889036,15.663467516823529,53,-13.841358111398051,47.760759077988965,3.620339837210379,14.950514238410348,52,-13.713324832272674,53.059412983122485,3.660456537845517
049D_05932_131313,20160904,64.6071,30.6551,-169.6827,13.9784,2.3296,33.8907,879111.5787,1:40:56.382266,A,-9.780837823593062,-14.207232542209235,25.917835137544795,57,108.95123270667554,2.482832707807439,19.287229823494723,55,-13.48308636886054,146.22579234778797,2.0685161017614786,20.72890191689017,57,-12.985055576378013,148.46641371288086,2.0883246268999707
049D_06132_131313,20160904,64.1916,28.6618,-169.6072,13.9816,2.3296,33.9214,879111.5787,1:41:29.482888,A,-9.909304499790135,-10.133045906851365,20.47281369115037,53,49.86342076023354,2.0910793934797,16.365315271943516,51,-9.853912259810018,52.68188942165367,1.7499911056551984,16.224258188504276,51,-9.551259129134076,55.00327771544426,1.771922070194606
049D_06331_131313,20160904,63.7756,26.665,-169.5276,13.9897,2.3296,33.9762,879111.5787,1:42:02.585568,A,-10.03469019802575,-13.922318783053964,23.29923862132449,70,74.89986984948735,2.0729422197480543,16.37535301209676,66,-12.90905091413799,84.54461070463688,1.7005706832469816,17.3269072393666,68,-12.982245137594576,87.4559472639881,1.701771404803464
049D_06459_040405,20160904,63.5049,25.3355,-169.4692,13.9918,2.3296,34.0001,879111.5787,1:42:24.647854,A,-23.152812351702018,-26.907647392862028,24.43475483707886,73,100.11303968912608,2.164200023460064,16.67359646333142,68,-25.876620208933,85.20569137642241,1.835183795121812,17.729939290372155,69,-25.825334383660756,86.64756330328615,1.8313998983187567
050D_04448_151313,20200404,43.2943,45.4563,-169.9561,13.938,2.3296,39.415,880143.741,3:15:51.528917,A,-14.58303774488834,-16.968218075140253,22.048788073082985,85,72.22077080372134,2.8299324362092797,19.38891113929535,84,-17.592991335527426,90.7016816625196,2.58292510690812,19.242820284652307,84,-16.50866427617169,84.46994512225153,2.5202107830066014
050D_04647_121313,20160904,42.8182,43.5268,-169.9569,13.9415,2.3296,33.6732,880143.741,3:16:06.919129,A,-14.725998482659827,-20.61902522215776,27.476426153262278,78,40.876905964135005,3.5051476976868368,23.12312953853916,78,-20.226557923813665,-7.760021647612355,3.435892597701766,21.823691811395506,75,-18.962122145021347,-12.087242735331149,3.3824867677669808
050D_04843_131313,20160904,42.3128,41.5414,-169.9633,13.95,2.3296,33.7584,880143.741,3:16:40.021807,A,-14.865679112074869,-19.799644677923432,25.791066886905195,138,36.31932371263914,2.031033024339615,23.080137779936862,141,-18.96306199621352,-22.267916281610635,1.87113443772251,22.562866575877887,137,-17.82755883047174,-24.016636538901757,1.8664152826527776
050D_05046_141313,20160904,41.8377,39.4738,-169.9309,13.9559,2.3296,33.7998,880142.5762,3:17:14.494514,A,-20.35271979611849,-25.15052516817952,22.472146755734155,109,38.22123456958478,1.6924424036364338,20.75404637239611,111,-24.952927406042065,-35.066716199300366,1.563965835409902,20.44485925135456,110,-23.79695876667256,-36.74082777577864,1.5404865520386553
050D_05246_131313,20160904,41.3892,37.4811,-169.8896,13.9592,2.3296,33.8401,880143.741,3:17:47.588971,A,-29.912517860771967,-33.363844077959165,19.827287289745847,121,39.023912775115065,1.5221482650309806,18.531173725668182,120,-32.741326687765394,-81.30039609781588,1.367311919787386,18.02665544262037,120,-31.967947981135225,-79.99512171117095,1.3363146770923948
050D_05443_121313,20160904,40.9754,35.5733,-169.8371,13.9643,2.3296,33.917,880143.741,3:18:19.311343,A,-30.015616492834447,-33.892214994645045,20.14859749312409,109,40.11789966200176,2.7504104245720167,17.580813539691427,107,-33.43324216049102,-75.90934982339712,2.7377720615287764,18.341025392991103,108,-32.35619374032021,-76.18609084077936,2.7341112316234124
050D_05639_131313,20160904,40.5438,33.6068,-169.7827,13.9679,2.3296,33.9533,880143.741,3:18:52.001883,A,-30.126569135189264,-33.99141049076413,20.45524616386068,119,56.09071479459827,1.5742185457465694,20.04503829547385,119,-34.5116474141812,-44.115371748361135,1.3932313347248044,19.934192473081943,120,-34.144870118661544,-40.62803048896316,1.3843579549643377
050D_07693_131313,20161209,36.3552,13.0568,-168.8478,14.019,2.3296,33.8986,877715.1726,3:24:32.778653,A,0.0,-6.394090532427983,22.54021573343454,24,-617.2580120037662,45.13678607597476,27.117024454305856,27,-8.127598814591359,-1221.93802392402,46.16474509887794,24.26627004808133,25,-8.58291622569295,-1216.0557046022427,45.83509654981847
050D_08492_131313,20161209,34.7314,5.0568,-168.3692,14.0369,2.3296,33.85,877716.3374,3:26:45.177034,A,0.0,-19.05988298561985,18.391924057238107,13,77.97650857472465,5.203470259251938,21.16998154702932,15,-19.433682012758798,56.70701860963943,4.510443672563693,19.82112282895306,15,-17.83025513078764,54.86575763642674,4.189763310892692
051D_02601_131308,20200522,24.8948,64.1043,-168.3435,13.8975,2.3296,39.2392,882954.1914,4:49:25.942356,A,-17.306606957327862,-22.507810610143046,21.48199915809821,97,162.65746096714167,2.6674541969789707,22.606898267429926,101,-21.885747725241348,222.1793930913627,2.654325789454102,22.183301811055568,99,-21.38296590834334,219.7534311285939,2.6647805034225382
051D_04568_131313,20160904,18.3145,44.2851,-169.9592,13.9407,2.3296,33.6992,880393.0042,4:54:38.861436,A,-18.457425490389262,-0.7426242621822258,19.529127632483878,28,-127.93017915824448,6.827266782185973,15.63322162328964,26,-3.05772639990428,-252.25762786913657,5.635868172720192,16.32671228725165,27,-4.001792018604756,-243.0072433591589,5.629351929471554
051D_04743_080514,20160904,17.8141,42.2684,-169.9587,13.9489,2.3296,33.7848,880393.0042,4:55:12.451282,A,-18.574444758077817,-19.86185431661699,16.93255425880282,48,-12.71440191575823,2.324322886750476,16.852976646134337,44,-18.11278397923537,-146.21861520591258,2.2970269361077493,17.538491244811475,46,-16.642602069148865,-151.63238786166056,2.3025676061932074
051D_04982_051313,20160904,17.3048,40.0616,-169.9268,13.9515,2.3296,33.8264,880391.8394,4:55:49.205657,A,-16.464630367303045,-19.816991382238047,16.330500019607495,45,-13.76270446580122,2.6719024230423813,20.083392047052083,48,-18.17627552571359,-140.36844241977008,2.511499133132211,19.72135416505954,49,-16.47731067814504,-143.7190456483328,2.464453767850053
