frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time,s1AorB,slope_plates_vel_azi_itrf2014,slope_daz_mm_mmyear,daz_mm_RMSE_selection,daz_mm_count_selection,intercept_daz_mm_mmyear,daz_mm_RMSE_mmy_full,daz_mm_notide_RMSE_selection,daz_mm_notide_count_selection,slope_daz_mm_notide_mmyear,intercept_daz_mm_notide_mmyear,daz_mm_notide_RMSE_mmy_full,daz_mm_notide_noiono_grad_RMSE_selection,daz_mm_notide_noiono_grad_count_selection,slope_daz_mm_notide_noiono_grad_mmyear,intercept_daz_mm_notide_noiono_grad_mmyear,daz_mm_notide_noiono_grad_RMSE_mmy_full
151D_11112_000300,20190312,55.471,-21.1216,-166.1268,14.0602,2.3296,38.9023,877412.332,1:47:11.557083,A,0.0,-0.6912370946174285,21.948776251521007,15,-38.07075533988634,30.327597064200884,24.8120471119255,18,-1.994539162380101,-69.3335955786793,32.68338002846216,27.60463164733074,19,-1.987636218440249,-66.30396868678793,33.58178958908297
152D_04762_131313,20160911,44.5811,42.3602,-169.9583,13.9452,2.3296,33.7081,880063.2047,3:08:12.981746,A,-14.38063498515474,-20.065960836414543,23.619320874581007,105,4.373033058609693,1.5021338818831875,21.76655660468768,107,-18.902427513098107,-77.08283000769102,1.3662761636965128,21.30806838046473,105,-17.104832083152985,-84.01619215516192,1.369940458297788
152D_04960_131313,20160911,44.1142,40.3744,-169.9362,13.9563,2.3296,33.7918,880063.2047,3:08:46.080314,A,-14.530327332588872,-23.257626806967146,19.515593685961832,165,-8.816223655256934,1.9150965779633944,18.24149957140814,170,-23.52092683740564,-98.9419954325252,1.887276775065361,19.011071635632213,175,-22.428433601060306,-100.37555137622888,1.888820203941861
152D_05067_000400,20200722,43.7873,39.3157,-169.9761,13.9303,2.3296,39.1367,875690.5119,3:08:44.305621,B,-16.476603167495668,-27.867262647279286,19.40055337778424,178,120.63621471102992,1.643869032492811,19.75478899419388,190,-27.93376625119981,118.54224423188988,1.567519016282969,19.325457468713296,188,-26.141546855376745,108.94797489321492,1.556389863715645
152D_05159_131313,20160911,43.6537,38.3889,-169.9058,13.9591,2.3296,33.8321,880063.2047,3:09:19.178882,A,-21.018370637485354,-31.29939420001921,24.29384961490976,162,22.54521586285702,1.8983943139619048,20.833233079451773,158,-30.73091819975468,-92.94245268494672,1.8013286204836172,20.97744348702277,160,-30.26890998395207,-91.0539091060745,1.7825604381021174
152D_05358_131313,20160911,43.2021,36.3954,-169.8644,13.9639,2.3296,33.8713,880063.2047,3:09:52.276420,A,-30.89657137103372,-34.251568157336955,22.5170096964995,113,28.295828582857894,1.826688460191984,19.47225014277029,111,-34.526670250865486,-102.40392552072764,1.650104813113284,19.28783301026127,112,-33.94318225214072,-101.2065331517452,1.6444476582300678
152D_05558_131313,20160911,42.7787,34.4037,-169.8025,13.9678,2.3296,33.9453,880063.2047,3:10:25.373961,A,-31.013654802656,-33.5141028746896,21.988267089844395,131,30.794235541163133,1.5372074980708548,18.425334317299225,121,-33.41105248394469,-96.04086106358628,1.399988671472463,18.29163008527093,120,-32.74433698648381,-94.92114484959517,1.4014689257177966
152D_05757_131313,20160911,42.3501,32.4122,-169.7407,13.9715,2.3296,33.98,880063.2047,3:10:58.469445,A,-31.130534901688147,-35.65834513166545,24.833363810196435,103,44.869820851595165,1.7693708599871896,20.58809984342747,90,-34.755546397910734,-85.20127528473083,1.6700646140123971,21.230483979386744,92,-34.62289996577354,-81.76229665529442,1.6697158560474346
152D_07515_131313,20161216,38.7742,14.8318,-168.9458,14.0146,2.3296,33.8964,877716.3374,3:15:49.375794,A,0.0,-15.25645658558947,19.38938000778637,41,9.610945346756644,4.443710469465071,20.69921225295524,41,-15.121151587976536,-59.533391594703126,4.291506850823614,21.52981135992945,42,-15.802025685274554,-61.65682760576254,4.59530823625566
152D_07715_131313,20161216,38.3511,12.831,-168.8398,14.0219,2.3296,33.8995,877716.3374,3:16:22.475389,A,0.0,-14.029323189893091,19.573025926842718,41,-17.233888626604625,5.05423099401274,18.194334796143995,38,-14.608034846080846,-112.66796706163028,4.551217624316935,20.600692233186685,40,-14.51229000665148,-107.6749344482836,4.69802866569607
152D_07915_131313,20161216,37.9387,10.8338,-168.7266,14.0278,2.3296,33.8956,877715.1726,3:16:55.571901,A,0.0,-20.96475090838224,23.26831259577195,43,9.66487261326455,4.131552440110786,22.70908934600977,42,-20.36227736958286,-78.47190001006604,3.768651592199845,21.83709748787154,42,-22.30593099580489,-52.09110578316283,4.020167377666659
152D_08115_131313,20161216,37.543,8.8328,-168.6064,14.0307,2.3296,33.8887,877716.3374,3:17:28.673552,A,0.0,-22.886397414504145,18.28302744587645,59,39.45009966108483,2.431886981598125,18.979034146324917,63,-21.55412568663029,-29.81940727129905,2.2442147507423083,20.49321698837562,67,-20.25373801091117,-12.53804839692382,2.281796356267465
152D_08315_131313,20161216,37.1454,6.8337,-168.4829,14.0344,2.3296,33.8784,877716.3374,3:18:01.773147,A,0.0,-19.69337256067472,31.548949235112595,78,7.201605466422208,6.9837078338642105,25.26917342872501,73,-20.21668244533254,-82.97387953514757,6.994143654856049,25.8177415799167,75,-20.26779990775489,-66.26116486527538,7.257458990444589
152D_08715_131313,20161204,36.3164,2.8336,-168.2255,14.0387,2.3296,33.9532,878409.3821,3:19:08.476302,A,0.0,-0.6211064737750955,17.984524944891415,27,-130.525529836213,24.50378961554103,15.985293245840554,26,-0.5801652893509179,-275.52777522292234,24.156258680395226,16.13435141211929,26,-0.9309540919402384,-271.3334237319932,24.661174419471696
152D_08884_060600,20200722,36.3148,1.1565,-168.1168,14.043,2.3296,36.983,851564.5671,3:19:15.504207,B,0.0,-24.651683924114536,18.79832518176544,63,113.23675336294188,2.3417852894224014,16.15173977353912,62,-24.35705124351134,152.98668178198434,2.1864340617501217,16.69881892998652,62,-24.041246076029637,149.8792468603726,2.1860955545510854
152D_08915_131313,20161204,35.8936,0.8384,-168.0899,14.0452,2.3296,33.9011,878409.3821,3:19:41.574870,A,0.0,-26.50307598382392,17.866259875198843,61,20.17217227769791,2.196961393412395,13.326711485899208,57,-26.24346301144505,-91.06400233804013,1.960398314968556,14.85867400674993,60,-26.224074762028327,-84.96132106779412,1.9612620175281552
152D_09114_131313,20170121,35.4728,-1.1631,-167.9484,14.0493,2.3296,33.7971,877958.6119,3:20:11.893572,A,0.0,5.251064415549492,56.44839073481658,16,-228.3719146977252,125.32122674553015,48.0518851594265,16,4.941698236570933,-400.1459378416646,120.50965376716243,46.931605380005394,16,5.320589607016998,-400.1813305369165,119.51437846640354
152D_09315_131313,20161204,35.0469,-3.1609,-167.8034,14.0494,2.3296,33.8385,878409.3821,3:20:47.764811,A,0.0,-3.094491302509452,22.32322348676732,26,-649.4430978230689,19.708259742321328,21.87714136544197,26,-3.3941452541334862,-1291.50341603751,19.847182149923167,22.092198625271884,25,-4.816835682730948,-1266.6993418059865,20.41361347481883
152D_09913_131313,20170214,33.7204,-9.1506,-167.3281,14.0574,2.3296,33.6734,878452.9782,3:22:23.794236,A,0.0,-7.85528135847972,36.26962871918815,31,-89.40366228322472,28.60278482891638,30.62703808006749,29,-8.70970661374325,-217.16969206148707,28.204285216381138,34.157117278962104,30,-8.843639252388853,-210.30880025005047,28.502594667420865
153A_03412_061209,20191125,-160.0596,55.8796,-10.3763,13.9177,2.3296,39.3743,882248.5595,4:23:57.018929,B,-18.88843989159348,-21.6605086120308,19.19877399330352,45,44.05799210834542,3.999801349043464,16.06970740665169,47,-21.54927598667168,9.375058916082663,3.856007169678815,15.35527432301618,46,-22.64626169054388,14.361953677820267,3.787452746038879
153D_04498_131313,20160911,20.5443,44.9956,-169.96,13.9387,2.3296,33.6596,880311.4695,4:46:13.625002,A,-18.191676451842497,-12.372961891570094,20.607247256224635,69,6.248668909642831,6.619074178093446,19.985091046675425,68,-12.808858760468253,-43.27369845189172,6.236091341548304,20.78910804839699,68,-13.633163383409885,-37.68073807449351,6.38858668857833
153D_04699_131413,20160911,20.0438,42.9574,-169.9573,13.9469,2.3296,33.7462,880311.4695,4:46:47.616708,A,-18.31597231947994,-12.388337896001138,19.03849130844013,52,-3.345573397058587,8.409606265073759,20.268808476932968,54,-10.931783457994223,-76.30973817620881,8.048768932587555,21.416626631930963,54,-11.106225842006053,-73.43064495330297,8.238100388505776
153D_05028_130306,20160911,19.2432,39.5922,-169.9253,13.9545,2.3296,33.8298,880311.4695,4:47:43.654256,A,-8.863324861782495,-17.715204961368514,24.99832676029796,19,58.211955795141066,5.578377998329916,28.402380175333164,20,-15.79413383622876,21.678955551310445,6.469628823966093,27.734169328645223,20,-13.391356515072316,13.088032857931545,6.437607469527442
153D_06939_131313,20170304,15.2441,20.5908,-169.2405,14.0049,2.3296,33.8733,877835.0378,4:52:13.590652,B,0.0,-0.5183062228587826,22.955184203105937,22,-165.86707393515863,21.30689431325302,14.918841138742854,18,-0.8911952563326306,-290.5575816640139,21.541599112510777,13.973477422944358,18,-1.389402805128083,-276.98079617567305,20.451952580164612
154A_03799_000003,20200728,177.7263,52.0199,-9.1419,13.8582,2.3296,43.6669,931719.084,6:02:20.242613,A,-21.10471134023208,0.6469605214212986,19.89373321864284,55,-8.536359212408014,3.4195130167665813,16.387287247540332,55,-0.3435612757117237,-32.35500546612797,2.710505467439504,16.751832352569526,55,-0.6641791843091281,-28.979140973586677,2.6744701076351367
154A_13050_121723,20191125,174.2182,-40.0401,-17.1321,14.0673,2.3296,38.7592,884546.839,7:14:49.024432,B,38.94295810879306,23.067359401582586,26.016895153514035,25,-159.59441950921578,7.68518793631794,22.77901092499736,26,23.388544172168487,-241.0224931160785,7.303693297823306,21.965715256004938,26,24.22170867370973,-241.53560552095843,7.514449773861608
155D_02437_101011,20200112,-21.8682,65.5444,-168.1379,13.8973,2.3296,39.1743,882666.3832,7:57:33.525779,B,-17.359133095966452,-11.600323710491883,23.836444057845124,98,26.70778151219721,4.029474455160901,23.063561403730677,103,-13.203974646943776,5.387092082008628,3.5919922865593152,23.93708199555075,105,-13.065698837187895,5.777039164789084,3.628541409907625
155D_02471_131311,20170304,-21.9106,65.2452,-168.1155,13.8966,2.3296,33.3613,882348.2316,7:57:17.847239,B,-17.335376188801916,-17.466338352904973,175.48523674419064,41,166.80119272087722,53.08147475168111,164.7736296354091,38,-17.870118140736853,129.60324026674357,52.31127128260847,165.1991113360438,38,-17.981019072187628,131.62125288445208,52.44843601841536
155D_02579_100800,20200610,-21.836,64.155,-167.8292,13.9001,2.3296,36.5628,855991.8408,7:58:40.649846,A,-17.33106546655109,-18.6799288834928,30.9346099257608,42,71.63357685157477,4.442371970365119,20.797437818655062,36,-17.690541619103172,18.99273794962086,3.983273934873227,21.532405783202048,36,-17.692462476642696,15.80248670785018,4.060118912930975
156A_05639_121313,20190728,131.5142,33.6369,-10.23,13.9759,2.3296,39.5522,878711.1195,9:13:56.825101,B,-17.15860478991616,-17.94018456814447,25.607290674716747,78,40.747304957357166,3.714937239297602,22.98845821011033,76,-18.08597626954514,0.780911944974811,3.5400490196858887,27.15944672068755,82,-22.94785713699704,21.168724610954783,3.471815351219366
156A_05796_080500,20190902,131.4659,31.9731,-10.4959,13.9789,2.3296,36.9399,851843.1161,9:13:32.209037,B,-15.195736250042932,-27.633677611301167,22.05913762558852,83,77.40319341892362,2.5652841740278065,20.69071054987737,83,-27.38517971260673,62.3071574459382,2.381727703357376,23.930435973964403,90,-35.0673981934155,96.93201697900936,2.312092061381565
156A_09814_081406,20181230,115.4856,-8.0183,-12.5791,14.0562,2.3296,39.4866,878843.6791,10:41:48.091151,A,-13.87369746116312,-7.38479926040436,36.24459164048117,21,36.73298894749429,10.197527071604028,32.55150162535073,21,-8.059663637313923,42.85575253211216,9.630574944158676,19.104557020666803,18,-7.423338208027003,-18.30386902646186,10.387948014975445
156D_07645_030914,20170310,-60.2987,13.5829,-168.8942,14.0207,2.3296,33.932,877754.7752,9:51:05.372281,A,-2.5705666791013924,-17.557596642348614,20.579949639891986,67,85.76524366131017,3.559012454390421,17.010235765850933,67,-17.479736317480786,90.60024214662008,3.0568636542096077,16.872657032891464,68,-17.983329955982462,91.1048119871382,3.026033200149464
156D_10829_131313,20170304,-67.2892,-18.3087,-166.4266,14.0719,2.3296,33.8333,881841.0525,9:59:12.305679,B,-10.395550956744048,-7.019359191917546,27.909806138201997,66,12.74575871559565,2.645435365874467,24.85315662521283,64,-8.620224618204533,15.381022711228583,2.5412133542412056,28.54794329244037,68,-9.462716686709316,23.048006207147367,2.536291528383644
156D_11028_131313,20170304,-67.7952,-20.2966,-166.2054,14.0733,2.3296,33.7649,881841.0525,9:59:45.408357,B,-10.39187942501506,-16.518362672654458,29.87650719426757,69,18.07682346760354,2.655534148555436,21.78266232400289,62,-17.86231453029678,-17.344271305098665,2.489124036613122,24.95848120084109,66,-19.417924319751165,-8.134828297960183,2.474751309281
156D_11226_131313,20190622,-68.3156,-22.2838,-165.9735,14.0738,2.3296,39.3626,882573.8661,10:00:36.147368,B,-10.390900070498024,-16.24865304786513,27.843549383646994,92,105.64242920485016,2.0619605989538963,23.352243004665027,85,-16.509410998469193,163.6976307746166,1.8906192668156252,22.085253994543248,85,-17.970663478517082,177.18624917614184,1.876924941186344
156D_11424_131313,20170304,-68.8614,-24.2655,-165.7187,14.0748,2.3296,33.5453,881842.2173,10:00:51.601381,B,-10.388487861023297,-14.676038464082788,33.936101463933745,98,36.27444378579888,2.6694227317934875,27.71358182895898,88,-14.90095596146194,6.016404868178192,2.47738708147912,26.12605586646608,88,-16.47555020893126,14.102283991890047,2.45862043527992
156D_11622_131313,20170304,-69.4148,-26.2447,-165.4544,14.0764,2.3296,33.4678,881842.2173,10:01:24.698922,B,-10.384168780601469,-8.151926204051078,31.028306802026364,40,17.015173579715956,16.66020872770817,32.82712656503447,41,-9.591298686131198,-1.2552202778675223,16.843836753551983,32.26360113912507,40,-11.242850559364229,6.791672314524536,17.033552158927627
156D_11820_131313,20200604,-69.9982,-28.2226,-165.17,14.0771,2.3296,39.1055,882572.7013,10:02:20.986918,B,-10.379235129542248,-24.72381240948267,21.416031370387728,86,62.50820430376449,2.220338810931511,20.04325950596708,85,-25.019155015679885,54.59689742854462,2.051555412547723,21.127011034375407,88,-25.312360735741205,60.93472870170301,2.025809920968361
156D_12017_131313,20200604,-70.4385,-30.1979,-164.9525,14.0754,2.3296,39.0157,882572.7013,10:02:54.090625,B,-10.399392065557064,-13.632174228144407,24.97495953533423,101,3.897189549116277,2.164232942909565,24.71269089085649,106,-14.2473519173422,-11.526554180092567,1.9661966314859805,23.862658651268564,103,-14.40037424715834,-8.149958697891645,1.9404424065179036
156D_12184_101305,20190610,-71.2302,-32.1675,-164.5312,14.0744,2.3296,38.9267,882573.8661,10:03:20.902562,B,-10.375127149899583,-26.9725530922358,22.908543696670723,64,90.65311544825232,3.4680051503882217,23.099628674120147,70,-26.87078409194297,88.90582566142243,3.1125814578698208,22.667673498481477,72,-26.493846227636467,88.05011093124861,3.081947557340221
156D_12437_121300,20190610,-71.5224,-34.3382,-164.401,14.0703,2.3296,36.1951,856442.0044,10:03:55.800768,B,-11.63558655024565,-16.23831639086413,23.215585126948017,33,50.272065211507474,7.610960653907303,22.70748905204349,36,-18.019571942196688,51.42886366040864,6.981531109218582,20.430335262044853,33,-16.45663263904215,45.2917287501695,6.632952698305074
156D_12652_131301,20190610,-72.3675,-36.2072,-163.9222,14.0687,2.3296,38.7336,882573.8661,10:04:28.902419,B,-14.050509542448822,-17.867540919256605,40.9743423855479,21,60.06857786720737,12.064886985799845,34.11581097504304,21,-19.82489378795279,5.349582438187404,11.721973004703612,32.0867188981011,20,-20.87229262787412,3.5237742898202384,11.846096017458278
157A_05082_131313,20160911,105.6166,39.1799,-10.0843,13.9637,2.3296,33.7511,879268.3249,10:54:39.245275,A,-11.675290155574672,-15.102813722318352,16.41247319702953,65,-6.611949537628419,2.0951804668968848,14.072184035161731,62,-15.765754683302486,-98.51131979038348,1.9842525802850184,14.433430387526048,63,-19.993566482650994,-90.5908872779622,2.064565138794219
157A_05281_131313,20160911,106.0659,37.1912,-10.1246,13.9681,2.3296,33.7919,879268.3249,10:54:06.143625,A,-11.834516214049527,-14.498660866189336,18.85468428128719,64,-10.657076892885598,2.0385640345858977,16.954065213595502,64,-14.90671265453841,-98.77013563926025,1.7808289534186277,17.4995077913055,64,-22.501568443463714,-79.42473564922183,1.883973256143263
157A_05481_131313,20160911,106.5052,35.2008,-10.1748,13.9715,2.3296,33.833,879268.3249,10:53:33.040946,A,-11.967340130296371,-24.05707984508449,21.334341163011253,73,17.10565476953741,2.8144472114212222,19.45485268956094,73,-23.28379139910537,-92.61940000759516,2.711156595887794,20.02280084680788,75,-30.78427253911241,-79.21018253582926,2.8545375282638124
157A_05680_131313,20190604,106.9309,33.2052,-10.2354,13.9762,2.3296,39.5473,878691.5919,10:53:12.677752,A,-12.126282036254407,-2.792609520529208,28.583651428454026,80,50.711020654283885,3.1872155457373075,27.510423409921398,81,-3.5598900908270696,122.49580663603368,3.1690907889641995,27.05818971455951,80,-9.815679435243904,141.05565524313363,3.134068553781054
157A_05879_131313,20161005,107.3388,31.2112,-10.3118,13.9813,2.3296,33.7888,878197.5583,10:52:27.302707,A,-12.25709574498182,-18.738214386930576,18.32881962429094,44,50.332379945426446,4.600767185325276,18.10355529051508,44,-18.688729153633812,-1.3303117846099184,4.688119590822263,14.757403421240364,42,-23.57028815369563,-11.071787191904155,4.553309339132045
157A_06078_131313,20201020,107.7697,29.2184,-10.3782,13.9864,2.3296,39.6148,878691.5919,10:52:19.490207,A,-12.382605898613008,-8.72496216484571,17.191543702870657,49,95.98342310542836,5.70251308718708,15.9857399126863,49,-8.8308235474199,141.31020250664434,5.548368408155395,16.313928326490185,48,-4.48249132669784,98.37154881999687,5.7275777008004125
157A_06278_131313,20201020,108.1854,27.2233,-10.4561,13.9907,2.3296,39.6452,878691.5919,10:51:46.387529,A,-12.503183045878863,-8.763187793396897,14.17640350520309,29,106.29738060228996,11.582128582603309,16.105146045142757,33,-7.103188499608973,145.62404363128746,11.567654315645756,20.69227359829809,32,-2.4737011067065877,90.75641710459789,12.102346037420835
157D_07716_131313,20170310,-85.0566,12.8259,-168.8353,14.0193,2.3296,33.9106,877663.9223,11:30:02.556451,A,0.0,-9.991035233606295,20.040007521680327,77,-5.891089368558191,2.35011043800303,20.36874969434044,82,-10.576798624104182,-46.06260468302367,2.101704220487813,20.91193096445563,81,-10.891486868481907,-47.32528815618785,2.162864143124641
157D_07909_131307,20170310,-85.4599,10.8262,-168.7214,14.0228,2.3296,33.9101,877663.9223,11:30:35.643714,A,0.0,-4.436825981350914,39.44475094535594,28,-230.1776834183592,26.74680177544523,40.04778408745996,28,-4.401902682418638,-486.8734807075895,26.065358962260856,39.66550616941253,28,-4.22631169397196,-489.8605722562619,26.184086253603507
157D_07913_141307,20200622,-85.488,10.7461,-168.7197,14.0228,2.3296,39.6602,877665.0871,11:31:00.928490,A,0.0,2.080424391895028,20.45053972132342,15,39.129577358900605,27.727598337347057,19.834177592361065,16,1.7859850850642955,104.8256096945516,23.46155322398397,21.927670601218,18,1.6158895854399875,99.41838904247103,24.226398764241363
158A_05252_131313,20160911,81.3217,37.4836,-10.1142,13.9743,2.3296,33.7927,879201.9324,12:32:55.625228,A,-5.163310906849112,-17.080341669599473,39.48504790842708,28,-1406.4404595730732,16.91683482457476,44.218128369428605,32,-16.687250710993872,-2862.1257900010787,16.97996630880761,38.68081697005058,29,-17.690882613621856,-2871.73740026713,15.879209979192863
158A_05451_131313,20160911,81.7885,35.4947,-10.1478,13.9786,2.3296,33.8299,879201.9324,12:32:22.517410,A,-5.298105375728504,12.97493015502444,16.94909494860926,42,1.2922629597361777,2.1028044872560643,17.86567948235321,48,12.020923627104208,48.91260974214061,1.8658917263267336,15.075367651770248,42,4.978656482398438,67.31100750145112,2.031859882764889
158A_05650_131313,20160911,82.2403,33.5061,-10.1946,13.9825,2.3296,33.8652,879201.9324,12:31:49.426037,A,-5.4609418744647975,10.1260899500807,20.78832411512684,68,-1.8225656530012344,2.2333929068982563,18.53469924333793,65,9.455195501936938,21.90183599176083,2.249291692754857,18.73858219484449,64,3.744206287151348,23.862172031907185,2.2517159539211926
158A_05849_131313,20160911,82.6656,31.5138,-10.2617,13.9885,2.3296,33.9301,879201.9324,12:31:16.327470,A,-5.600112042277899,17.258253613001347,20.3438584818346,80,-30.06668050193211,2.480742403972877,19.727116930460745,80,16.419678503439492,-8.110549075173331,2.458123318210244,22.157474300917304,82,4.433428914288031,17.98232584114601,2.299027366815624
158A_06049_131313,20160911,83.0831,29.5141,-10.3373,13.9868,2.3296,33.9595,879201.9324,12:30:43.227874,A,-4.395198202514772,19.755554894874567,20.128129865746985,71,-31.84397987808334,2.543114624221388,18.04413923494417,66,19.123537678329583,3.5703429416754418,2.71092632088702,21.261914611248105,73,11.04526614903614,0.2233861479923149,2.531109494621809
158A_06249_131313,20160911,83.4381,27.5192,-10.4446,13.9883,2.3296,33.988,879201.9324,12:30:10.127252,A,19.77740584592267,13.992713109330616,17.43880705349615,58,0.9070904504440592,3.0589028219312246,18.67366272627963,61,14.124234577825646,34.41536412093362,2.9643329444862787,22.05893105458104,61,7.769319720359825,14.2788985380067,3.4322139754455803
158D_05548_131313,20170310,-105.3105,34.498,-169.7999,13.9686,2.3296,33.7338,878684.7696,13:02:47.994612,A,8.654798736621931,-0.5515944579226417,21.56263080287882,20,31.88841546778495,29.97870270548437,26.456390448546863,24,-1.699958290403581,56.47241617021199,28.83288901811673,25.5942432978192,23,-1.715995690864801,58.96960163912374,29.47539083515098
159A_04395_131313,20191225,54.5518,46.0422,-10.0729,13.9417,2.3296,39.2857,879067.1505,14:14:20.808346,A,2.5433186785232698,-1.2037610192005848,14.575128308909392,37,-14.877908344974902,2.322220325054851,18.329921410467417,41,-0.1106659459042212,-18.991036815686595,2.245885617387201,16.355997556452238,40,-1.8411278384523992,-7.710392156337527,2.226557521260946
159A_04594_131313,20191225,55.0517,44.0579,-10.0634,13.9492,2.3296,39.3344,879067.1505,14:13:47.707723,A,2.379109479737334,-0.24424408359844,13.826936452151555,49,-19.92501441182366,2.336728287589465,14.57689885935804,49,-0.7130440552230403,-19.3983523830879,2.3825302050724644,13.137188256219613,46,-2.9080188556266453,-4.953326086287973,2.449637287857768
159A_04792_131313,20191225,55.5351,42.0722,-10.07,13.9528,2.3296,39.3821,879067.1505,14:13:14.609155,A,2.208049994496981,1.0601606591784831,15.793042161909709,66,-23.33374966949879,1.841012727581452,15.017953131529405,65,0.4143092890208654,-17.048990336922635,1.639558760549262,14.805026661901378,65,-1.7211434154417136,0.0477475628916508,1.7494389063050066
159A_04992_131313,20160911,56.0042,40.0866,-10.0914,13.9566,2.3296,33.6905,879113.409,14:12:23.697605,A,2.0608377868155974,-0.319817339535613,20.550084057441858,124,45.981929546302425,2.044644372636155,19.10520394822371,125,-0.8522206912952317,76.80354749985315,1.8340775454693303,18.93040694076785,117,-3.8869851924484906,81.96452171024197,1.9634349216823683
159A_05190_131313,20160911,56.4684,38.1004,-10.1194,13.9662,2.3296,33.7703,879113.409,14:11:50.596982,A,1.8925433544900756,6.553020876864445,19.07904150125399,116,26.33314229125236,1.9397350499541512,18.84058908594669,115,5.963307488254822,63.72287176748176,1.8182010399750528,19.207587422408704,115,1.3963189506928664,74.56741221678445,1.9387485924643413
159A_05389_131313,20160911,56.9168,36.1097,-10.1619,13.9688,2.3296,33.8081,879113.409,14:11:17.495331,A,1.7502931126811168,7.441249814271635,20.438631035758632,129,24.77334217979687,1.6716658459236002,18.35638562812956,124,6.9602141179156725,64.6943361161556,1.5687994117311574,19.41544616723167,126,0.9993995104558504,81.64364670719941,1.679056832750657
159A_05589_131313,20160911,57.3587,34.1191,-10.2124,13.9733,2.3296,33.8442,879113.409,14:10:44.392653,A,1.5820216331954406,11.37530595883251,23.95272979803149,106,15.908620812325012,1.810234669263108,20.038616251109328,97,10.035045194998157,64.63360283007684,1.7268408137574516,21.546114542061325,96,2.7900558536867304,86.9832530706287,1.9271577545621188
159A_05788_131313,20160911,57.7887,32.1295,-10.2734,13.9823,2.3296,33.9109,879113.409,14:10:11.298197,A,1.441126491382185,11.262980692229368,20.689118110382687,122,19.216468457146465,1.861646442195058,19.053383724489137,119,10.15728247939914,70.00721594154516,1.7718024306124776,20.009294768287813,116,1.8616514995776083,91.55899161982325,2.0110144824974108
159A_05987_131313,20160911,58.2174,30.1343,-10.3398,13.9865,2.3296,33.9412,879113.409,14:09:38.200657,A,1.3052596108649466,8.607515850708694,21.72086417378069,112,30.98961145463725,3.621749392696637,17.781757756724335,102,7.594175584517811,86.54702489419321,3.3546351516325434,17.902078946114543,100,9.40926278658746,52.078842480630456,3.7648648172268895
159A_06187_131313,20160911,58.6362,28.1393,-10.4149,13.9878,2.3296,33.9708,879113.409,14:09:05.101062,A,1.143478401892756,6.298579647469871,22.376116698780287,112,33.57207942045499,3.6238812008509687,19.780225948410504,106,5.832850444553637,77.86353374776579,3.4470267156755217,20.81946940718493,107,8.787199499510761,32.77012512865522,3.816882466107312
159A_06370_101013,20160911,59.0187,26.2258,-10.4993,13.9912,2.3296,33.9992,879113.409,14:08:33.378688,A,6.983689025707123,17.9745249204069,23.322844926297883,122,-16.441288397360168,2.5495415960867454,20.86700615495058,115,17.094465440111737,27.780551738099422,2.4852007149635007,24.123672181942627,115,10.64561972344238,28.43941980320048,2.4476055779893624
159A_06375_101213,20200405,59.0341,26.1407,-10.5014,13.9914,2.3296,39.6671,878770.8561,14:08:06.609659,B,7.952547835787932,6.414356444111441,21.03709881644489,76,-27.55485997496189,5.894274336038484,19.37056341444493,76,6.530559013227535,-23.27795959534395,5.54076662732964,23.02143842029517,76,4.376465607851637,-39.40178980328807,6.008315468608683
159D_03893_131313,20190610,-125.9923,51.0418,-169.8704,13.9289,2.3296,39.3507,880928.197,14:36:31.718433,B,15.533708808595753,-1.177776726561255,24.90917947441193,18,-66.04443656755639,13.206480729054846,21.309458745054894,16,-1.6262793320763136,-111.98378483082595,13.406999021383452,24.37097072065613,18,-1.4345340608648758,-116.12990091238672,13.231593767123345
160A_04878_040206,20160911,31.0631,41.2888,-10.0602,13.9555,2.3296,33.6867,879170.4833,15:51:28.308361,A,8.179958313277545,-30.574384220324035,38.18967197858379,115,-203.49963769154564,6.5789324637856925,36.62298337386605,118,-30.241403728949013,-583.3891780204198,6.551246586744301,39.07149640470432,117,-32.81864259688489,-580.2629027072236,6.768786898140963
160A_05003_131413,20160911,31.3425,40.0182,-10.0873,13.9606,2.3296,33.7277,879170.4833,15:51:07.130992,A,8.076432911367757,9.676117299548704,20.969592216808245,160,-15.98397447694574,1.6949744358553107,19.736601075303756,160,9.74991082463874,-11.91504106286245,1.5870726461172422,20.04098685996793,153,6.543576882815162,-8.068150387851027,1.722487804086169
160A_05413_021615,20160911,32.2967,35.7596,-10.1776,13.9697,2.3296,33.8426,879170.4833,15:49:56.301661,A,6.81798594426652,-13.91890173421154,32.50198592790219,93,100.28578254698871,6.488355851465361,34.91321103806324,97,-14.220009661290732,114.71858063119625,6.76288512990794,35.11352000798124,99,-13.307446985602637,95.65732351961069,6.537912862602367
160A_08155_131313,20161228,37.9307,8.4458,-11.4186,14.0368,2.3296,39.6507,877667.2501,15:42:22.532526,A,0.0,-3.487949650639965,27.786701441388065,18,10.496058849122107,23.30626241210247,22.949803233454013,16,-2.224656746961022,20.003896975914863,25.418612482880647,25.020717936079244,14,-5.394828673187769,46.37276206917689,27.529278734618057
